text,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,in_reply_to_user_id,conversation_id,author_id,created_at,id
@Leonardo_ENLTND @avalancheavax #smrtr telegram calls,0,0,1,0,1454507235233591297,1460016830538555398,518018348,2021-11-15T04:10:33.000Z,1460097867205464072
"@sporeproject @CoinMarketCap @coingecko @avalancheavax @BinanceChain Hi, i ve bridge from bsc to avalanche, but i am not receiving my spore on avalanche,, where is my token? https://t.co/kEfpM0sRza",0,0,0,0,1372461571310559232,1459586546206752768,203889056,2021-11-15T04:10:09.000Z,1460097764830765056
"@MEVprotection CoWs love snow. Wen @avalancheavax launch? 

https://t.co/CNMB1caEfT",0,0,0,0,1383143419128782848,1460097605443141634,274256898,2021-11-15T04:09:31.000Z,1460097605443141634
@Radiapyon @traderjoe_xyz @avalancheavax @chubbiverse @GilgameshOfJPEG @BushRobins @golara_art I keep all my $LINK in @traderjoe_xyz now. And yes I have a little bit of $JOE too 😁,0,0,3,0,1436655531897221126,1460094647196209152,394138197,2021-11-15T04:08:24.000Z,1460097325653659651
@cryptofishx @Best_coder_NA @PlayCrabada @JessieMorii @0xTailSoup @luigidemeo @avalancheavax @m3t4farms @arjv27 @reviewblocks @defislate Best way to congrats #AVAX huge price milestone !,0,0,2,0,1370080218153680905,1460086145656647680,391474015,2021-11-15T04:08:21.000Z,1460097313142198274
@Ruch_9 @BenqiFinance Yes 🤣 $QI is the Besti #DeFi on @avalancheavax,0,0,2,0,2311831650,1460096434972233732,1329824125867622401,2021-11-15T04:07:49.000Z,1460097178903269377
"@DarrenSRS @traderjoe_xyz @avalancheavax @chubbiverse @GilgameshOfJPEG @BushRobins @golara_art Darren are you a JOE maxi now? 😂😂😂
Cleanest looking DeFi hub of them all 😩👌",0,1,2,0,394138197,1460094647196209152,1436655531897221126,2021-11-15T04:06:35.000Z,1460096870617735168
"Yield farming with @MaximusFarm on @avalancheavax

https://t.co/W7JP7hQ7DY
#CATX #LINK #XLM #ETH",0,0,1,0,,1460096772433317892,1335155204912627712,2021-11-15T04:06:12.000Z,1460096772433317892
"@thomasbroficial @Coin98Analytics @coin98_exchange @BreederDodo @BinanceChain @avalancheavax @OKExChain @harmonyprotocol @FantomFDN @terra_money @QuickswapDEX @arbitrum Meda is the REAL DEAL
You gotta look into $MEDA! 
-Gonna have its very own blockchain!
-Lots of airdrop happening!!
-Stake at SafeSwap,Lbank, and BankerDoge!!!
-Biggest Celebrities Promoting Medacoin!!!!
#Medatonians going to #Andromeda

#medacoin 
https://t.co/u845nV0FdO",0,0,0,0,1351154915918426112,1442979502368321542,1453504795784859648,2021-11-15T04:03:53.000Z,1460096187848015875
"@haenko21 @Coin98Analytics @coin98_exchange @BreederDodo @BinanceChain @avalancheavax @OKExChain @harmonyprotocol @FantomFDN @terra_money @QuickswapDEX @arbitrum @auroraisnear @NEARProtocol BIG NEWS!
You gotta look into $MEDA! Meda will have its very own blockchain, Have lots of celebrities who promotes it, and the game is just about to launch by this Christmas! TRULY A HIDDEN GEM so what are you waiting for? come with us 
#Medatonians going to #Andromeda

#Medacoin",0,0,0,0,1379452316122775556,1442979502368321542,1453504795784859648,2021-11-15T04:03:38.000Z,1460096127550701570
"@CryptoChiron @Coin98Analytics @coin98_exchange @BreederDodo @BinanceChain @avalancheavax @OKExChain @harmonyprotocol @FantomFDN @terra_money @QuickswapDEX @arbitrum BIG NEWS!
You gotta look into $MEDA! Meda will have its very own blockchain, Have lots of celebrities who promotes it, and the game is just about to launch by this Christmas! TRULY A HIDDEN GEM so what are you waiting for? come with us 
#Medatonians going to #Andromeda

#Medacoin",0,0,0,0,1407186852734390272,1442979502368321542,1453504795784859648,2021-11-15T04:03:26.000Z,1460096076195586051
"@JessRayhome @Coin98Analytics @coin98_exchange @BreederDodo @BinanceChain @avalancheavax @OKExChain @harmonyprotocol @FantomFDN @terra_money @QuickswapDEX @arbitrum BIG NEWS!
You gotta look into $MEDA! Meda will have its very own blockchain, Have lots of celebrities who promotes it, and the game is just about to launch by this Christmas! TRULY A HIDDEN GEM so what are you waiting for? come with us 
#Medatonians going to #Andromeda

#Medacoin",0,0,0,0,723229496153878528,1442979502368321542,1453504795784859648,2021-11-15T04:03:13.000Z,1460096020264599559
"@Coin98Analytics @coin98_exchange @BreederDodo @BinanceChain @avalancheavax @OECprotocol @harmonyprotocol @FantomFDN @terra_money @QuickswapDEX @arbitrum BIG NEWS!
You gotta look into $MEDA! Meda will have its very own blockchain, Have lots of celebrities who promotes it, and the game is just about to launch by this Christmas! TRULY A HIDDEN GEM so what are you waiting for? come with us 
#Medatonians going to #Andromeda

#Medacoin",0,0,0,0,1282956858664185856,1442979502368321542,1453504795784859648,2021-11-15T04:03:04.000Z,1460095984545918984
"Congratulations to @BenqiFinance for being listed on @binance .

$QI is the best #DeFi on @avalancheavax &amp; it is still undervalued .

#Benqi #Binance #Avalanche https://t.co/3QZckOpuIW",3,2,15,0,,1460095852446248963,1329824125867622401,2021-11-15T04:02:33.000Z,1460095852446248963
@DarrenSRS @traderjoe_xyz @avalancheavax @chubbiverse @GilgameshOfJPEG @BushRobins @golara_art maybe someday I will visit your real party🥳! I wish to believe in it😇🍷,0,0,2,0,394138197,1460094647196209152,1432095361699622922,2021-11-15T04:01:58.000Z,1460095708879626242
"@coin98_exchange @dypfinance @avalancheavax @shibavax @Wonderland_fi @traderjoe_xyz @pangolindex @PlayCrabada @fraxfinance @AvaXlauncher @AvaxHusky $DYP still trending
An absolute gem 💎💎💎💎
It only keeps getting better
The best alt investment you would make is $DYP
Breaking glass ceilings
HODL HODL $DYP",0,0,0,0,1407921528260337677,1459772861074206724,781832328905629696,2021-11-15T03:54:37.000Z,1460093858851835905
@pangolindex @avalancheavax @avalabsofficial @hmmtiber @demirelo @BenqiFinance @luigidemeo @jtrollip @kenburbary @pangolindextr @reviewblocks You should be here in Australia! $100....phhh. We're over $137 now. Got to love the Aussie dollar. 😏,0,0,4,0,1330644600801865728,1460092321098174465,1355258131505266688,2021-11-15T03:54:00.000Z,1460093703502974980
@VraVirtus @PlayCrabada @JessieMorii @0xTailSoup @luigidemeo @cryptofishx @avalancheavax @m3t4farms @arjv27 @reviewblocks @defislate 3 crabs sir 🦀🦀🦀,0,0,2,0,978846082833592320,1460086145656647680,1338680347207163904,2021-11-15T03:53:39.000Z,1460093614294396929
@pangolindex @avalancheavax @avalabsofficial @hmmtiber @demirelo @BenqiFinance @luigidemeo @jtrollip @kenburbary @pangolindextr @reviewblocks Congrats to all believers and the boss 🥂@WeekInAvalanche https://t.co/I3ABzFNMBr,0,0,1,0,1330644600801865728,1460092321098174465,961816966100017152,2021-11-15T03:51:53.000Z,1460093168863567876
@pangolindex @avalancheavax @avalabsofficial @hmmtiber @demirelo @BenqiFinance @luigidemeo @jtrollip @kenburbary @pangolindextr @reviewblocks This make me happy in pant good job,0,0,2,0,1330644600801865728,1460092321098174465,1391750339259506693,2021-11-15T03:51:23.000Z,1460093041692266499
@PlayCrabada @avalancheavax Hey we got the same pfp now,0,1,12,0,1429540963081359368,1460092116558761989,1370080218153680905,2021-11-15T03:50:30.000Z,1460092819402465280
@pangolindex @avalancheavax @avalabsofficial @hmmtiber @demirelo @BenqiFinance @luigidemeo @jtrollip @kenburbary @pangolindextr @reviewblocks LETSSSS GOOOOOOOOOO,0,0,1,0,1330644600801865728,1460092321098174465,2901206431,2021-11-15T03:50:28.000Z,1460092814503546886
"✨@Colonylab - Project Overview 🔥

🌈Colony is an ecosystem accelerator that is turning into a community-based DAO developed for @avalancheavax  ecosystem
🤝@capital_spark @MEXC_Global  @avalancheavax ...

$CLY #COLONY https://t.co/cd6DGIoaIx",0,0,2,0,,1460092606260518917,1402654381770645516,2021-11-15T03:49:39.000Z,1460092606260518917
".@cryptofishx coming through with a 1,000,000 TUS bid for the @avalancheavax Crab!! 😱🦀🔺

$AVAX &gt; $BTC https://t.co/qitcRMuhSi",8,4,81,1,,1460092116558761989,1429540963081359368,2021-11-15T03:47:42.000Z,1460092116558761989
"@tractorjoe_xyz coming is the explosion of $TRACTOR JOE

@traderjoe_xyz @avalancheavax @PlayCrabada @binance @gate_io @AvalaunchApp @PlayCrabada @solana @safemoon @Shibtoken @BabyDogeCoin @dogecoin @coingecko @CoinMarketCap @elonmusk @cz_binance @coin98_wallet @coinbase @Bitcoin https://t.co/tTODlIcrwI https://t.co/P8gLBEs5Ml",3,2,8,0,1451564662806487040,1460092102872760321,1405166912854585349,2021-11-15T03:47:39.000Z,1460092102872760321
@investvoyager @avalancheavax When are we going to get $AVAX transfers and interest?,0,1,0,0,976124518065373184,1458866254886969351,1302220391021031424,2021-11-15T03:46:55.000Z,1460091919925592068
"@Wizardara @avalancheavax 🔥Baby Cate 🔥

🔥 Unique auto buyback and burn system
📌 Fixed 10% buy/sell tax
✅ 3% reflections to holders
🔐 LP Locked for 1 year (SAFU)
💸 Cate swap, NFT marketplace, CateWallet,P2E
@elonmusk @cateclub @catecoinbaby
TG: https://t.co/qFOREsL9aI
#babycatecoin #$babycatecoin",0,0,0,0,1386646731450949633,1460074779919237122,1460088940124581888,2021-11-15T03:46:52.000Z,1460091907820830728
@Crypt0nacci @apa_nft @apa_nft is the real BAYC of @avalancheavax .,0,0,0,0,1417558307032768513,1460009639521751043,821043680370946053,2021-11-15T03:46:16.000Z,1460091755617865728
As $AVAX heats up consider adding an #APA (or two) to your NFT portfolio. Discord for holders becoming a great resource to share alpha for future @avalancheavax projects https://t.co/Eup6ONtYGC,1,0,2,0,,1460091508586168320,933104899008561153,2021-11-15T03:45:17.000Z,1460091508586168320
@NaniXBT @bo_trades Come to @avalancheavax . Gibe it a try ser.,0,0,0,0,972557412577284096,1460062049698942982,821043680370946053,2021-11-15T03:43:29.000Z,1460091056632987654
@CFomos88 @tractorjoe_xyz @traderjoe_xyz @avalancheavax @PlayCrabada @binance @gate_io @AvalaunchApp @solana @safemoon @Shibtoken @BabyDogeCoin @dogecoin @coingecko @CoinMarketCap @elonmusk @cz_binance Yessssssss Bro 😘,0,0,0,0,1140829746005192705,1460084880629387265,1405166912854585349,2021-11-15T03:43:06.000Z,1460090958746243075
@cryptofishx @PlayCrabada @JessieMorii @0xTailSoup @luigidemeo @avalancheavax @m3t4farms @arjv27 @reviewblocks @defislate Too real lol. Nice crab,0,0,0,0,1370080218153680905,1460086145656647680,1338680347207163904,2021-11-15T03:42:24.000Z,1460090782786875393
"New ATH is coming to @avalancheavax 

Target $100 done! What next $AVAX 

#AVAX_Journal #NewATH https://t.co/pslrqllqz9",0,0,13,0,,1460090249233649664,1433018563191656451,2021-11-15T03:40:17.000Z,1460090249233649664
gm to everyone that believed in @avalancheavax and @traderjoe_xyz,1,0,17,0,,1460090183223857155,31309761,2021-11-15T03:40:01.000Z,1460090183223857155
@avaxholic @avalancheavax 21 days 7 hrs and 14 minutes,0,0,2,0,1392040970431074309,1460086019504566273,1397301741171875842,2021-11-15T03:39:31.000Z,1460090055544897536
@BigDingus_72 @avalancheavax @chainlink This one is crazy 🚀💎#AVAX https://t.co/GpBWcEWW57,0,0,2,0,1438511354793500684,1460068857385820169,391474015,2021-11-15T03:38:35.000Z,1460089822576619522
@symbiosis_fi @avalancheavax Why it keep showing wrong network？,0,1,1,0,1397123034281041922,1458495651440902153,925524243567165441,2021-11-15T03:34:28.000Z,1460088787342540805
"Well well.. it only took 1 week for $AVAX to reach $100
What a journey has been since August, nice job @avalancheavax 

But now.. let's go for the Top 10!!
#Avalanche https://t.co/jaZBs6jWfg",0,1,0,0,1378150519,1428063238722408453,1378150519,2021-11-15T03:32:01.000Z,1460088168619905025
"@avaxholic @avalancheavax It won't take very long at all, considering the coins that are currently in the top 12 rn 😅",0,0,3,0,1392040970431074309,1460086019504566273,92923655,2021-11-15T03:31:51.000Z,1460088129763753984
@Best_coder_NA @PlayCrabada @JessieMorii @0xTailSoup @luigidemeo @avalancheavax @m3t4farms @arjv27 @reviewblocks @defislate Literally carrying Avalanche on my back https://t.co/ImFhMNa1g7,1,2,22,0,1338680347207163904,1460086145656647680,1370080218153680905,2021-11-15T03:30:31.000Z,1460087794403921931
@avaxholic @avalancheavax 40 days!,0,0,4,0,1392040970431074309,1460086019504566273,114330228,2021-11-15T03:30:06.000Z,1460087688573370370
@avaxholic @avalancheavax #avalanche coming soon 🔥 https://t.co/935eq3QxqG,0,0,11,0,1392040970431074309,1460086019504566273,901246349705957379,2021-11-15T03:30:03.000Z,1460087673960476681
"⁦@avalancheavax #newath #100$
Congratulation Avalanche team👍

⁩ 1-day AltRank™ is up 371.43% to 165 with price up 5.469% to $100.94 

https://t.co/VYrEYxonU1
$AVAX #Avalanche #LunarShare #LunarCrush https://t.co/98BjxbHNXL",0,0,1,0,,1460087551784632320,1360855481066156033,2021-11-15T03:29:34.000Z,1460087551784632320
Avalanche moving nicely. #avalanche #Crypto @avalancheavax https://t.co/UULQHOS3YW,0,0,1,0,,1460087229972287489,49975743,2021-11-15T03:28:17.000Z,1460087229972287489
"@BenqiFinance again putting @avalancheavax on its back

BenQi will be the first Avalanche native token to be listed on Binance

$Qi $AVAX https://t.co/HQLSYS3LhF",0,0,1,0,1342227971671785473,1460087148493918213,1165455277677826048,2021-11-15T03:27:57.000Z,1460087148493918213
"@avaxholic @avalancheavax Strong project
@angel_funsized 
@ShineAhmed6 
@Nurjahanakther0",0,0,1,0,1392040970431074309,1460086019504566273,1404312863104069632,2021-11-15T03:27:55.000Z,1460087139270467588
@ReignAlekhine @avalancheavax cmon! $JOE,0,0,2,0,1434763840256757761,1460084894177005572,1396694588643942400,2021-11-15T03:26:11.000Z,1460086701636743175
@DanielxKilleen @avalancheavax AVAX is way too complicated to use. I claimed my PNG airdrop and got the fuck out.,0,5,1,0,1353045435234078721,1460040777770360832,1259501806301765632,2021-11-15T03:25:01.000Z,1460086408048119808
@MITA_CRYPTO @tractorjoe_xyz @traderjoe_xyz @avalancheavax @PlayCrabada @binance @gate_io @AvalaunchApp @solana @safemoon @Shibtoken @BabyDogeCoin @dogecoin @coingecko @CoinMarketCap @elonmusk @cz_binance Yes go to moon. Strong community,1,1,1,0,1405166912854585349,1460084880629387265,1140829746005192705,2021-11-15T03:22:49.000Z,1460085853691154434
"@tractorjoe_xyz coming is the explosion of $TRACTOR JOE

@traderjoe_xyz @avalancheavax @PlayCrabada @binance @gate_io @AvalaunchApp @solana @safemoon @Shibtoken @BabyDogeCoin @dogecoin @coingecko @CoinMarketCap @elonmusk @cz_binance https://t.co/TqHf07MQLL https://t.co/P8gLBEs5Ml",0,2,5,0,1451564662806487040,1460084880629387265,1405166912854585349,2021-11-15T03:18:57.000Z,1460084880629387265
finally 100$ For #avalanche @avalancheavax https://t.co/Fmt0ZZIMvg,1,0,3,0,,1460084253740318722,1437037990333669387,2021-11-15T03:16:27.000Z,1460084253740318722
@CoinF_io @SkyMavisHQ @avalancheavax @0xPolygon @arbitrum @FantomFDN @optimismPBC @MoonriverNW @harmonyprotocol @binance @xdaichain @solana @NEARProtocol CRV's TVL is so terrible,0,0,0,0,1006360215170703365,1459760486849789952,1390072062010564609,2021-11-15T03:15:53.000Z,1460084107891773441
@AVAXDaily @binance @BenqiFinance @avalancheavax KOREADOGE COIN🚀🚀🚀$1.00 IS COMING🚀🚀🚀🚀🚀🚀👍👍HOLD IT,0,0,0,0,1390321458140778499,1460067894763552773,1404026020471087106,2021-11-15T03:13:31.000Z,1460083512741036033
"@Bulls_in_Crypto @DanielxKilleen @hn_avax @avalancheavax Yes agreed Fantom is great plz have them come build a subnet on AVAX for better security, decentralization and transaction finality 🙏",0,1,7,0,1450247727070203906,1460040777770360832,1432746043100258310,2021-11-15T03:12:13.000Z,1460083186340356096
@QiDaoProtocol @0xPolygon @FantomFDN @avalancheavax Wen bsc? They already have a great relationship with beefy….easy peasy,0,0,0,0,1399863285562884101,1459924343748640768,1353803500682158080,2021-11-15T03:11:27.000Z,1460082994123841536
"@news_avax @avalancheavax We love BuffDogeCoin @elonmusk @buffdogecoin 💎🔥 #Dogecoin #BuffDogeCoin #buffdogecoinarmy #buffdogecoinhodler #memecoin

https://t.co/o32ULIgUxh https://t.co/LLwOFSvljH",0,0,0,0,1457446997527445505,1459959337049374723,366583705,2021-11-15T03:09:53.000Z,1460082598818959367
@NexoFinance @avalancheavax When are you releasing SGB tokens to XRP Holders?,1,0,3,0,919174740270637056,1459921568016961537,1365356278957150215,2021-11-15T03:08:22.000Z,1460082219150725132
@AVAXDaily @binance @BenqiFinance @avalancheavax KOREADOGE🚀🚀$1.00 IS COMING🚀🚀🚀🚀🚀🚀,0,0,0,0,1390321458140778499,1460067894763552773,1404026020471087106,2021-11-15T03:07:49.000Z,1460082077856985091
"we’ve came a long long way since @avalancheavax genesis, now we’re here🔥 
Next stop, $250 🚀 
#AVAX",0,0,2,0,,1460081894687653892,1295894956960350211,2021-11-15T03:07:05.000Z,1460081894687653892
🎉 $AVAX 🎉 To the moon 🚀 @avalancheavax ✔️ https://t.co/jImXUwIFCR,0,1,0,0,,1460081876966641669,883546298762145792,2021-11-15T03:07:01.000Z,1460081876966641669
"$100 $AVAX. 

The @avalancheavax community is beyond amazing. #WGMI https://t.co/qQFLGCv3oG",0,0,0,0,,1460081751699587075,1457803768687255562,2021-11-15T03:06:31.000Z,1460081751699587075
"No, thank YOU! 🥂🔺

 @avalancheavax @kevinsekniqi @el33th4xor https://t.co/UJDcyLAKRt",12,10,217,3,,1460081492512710663,780141313912176642,2021-11-15T03:05:29.000Z,1460081492512710663
"@news_avax @avalancheavax We love BuffDogeCoin @elonmusk @buffdogecoin 💎🔥 #Dogecoin #BuffDogeCoin #buffdogecoinarmy #buffdogecoinhodler #memecoin

https://t.co/o32ULIgUxh https://t.co/8ua3CgimPl",0,0,0,0,1457446997527445505,1459830208530292737,366583705,2021-11-15T03:02:50.000Z,1460080824305401861
"@DanielxKilleen @avalancheavax We are still early on $AVAX. The entire ecosystem will see massive growth as people discover the ease, speed and low-cost of transactions.",1,0,2,0,1353045435234078721,1460040777770360832,1457149450120486915,2021-11-15T03:02:04.000Z,1460080634664304643
"@avalancheavax fighting $100

#AVAX https://t.co/yBeEFFCBI0",0,0,0,0,1055894724245155841,1460080622936989701,621062172,2021-11-15T03:02:02.000Z,1460080622936989701
@avalancheavax HIT 100 LFGGGG🚀🚀🚀🚀🚀🚀,0,0,1,0,1055894724245155841,1460080199194669062,1434763840256757761,2021-11-15T03:00:21.000Z,1460080199194669062
@avalancheavax was literally at 65 bucks a month ago… JUST HOLD these names and your life will change,0,0,0,0,1055894724245155841,1460079541762801666,984250182387818497,2021-11-15T02:57:44.000Z,1460079541762801666
"@Xantus_Insights @ethereum @BinanceChain @solana @terra_money @avalancheavax @Tronfoundation @FantomFDN @0xPolygon @ArbitrumNews @wavesprotocol Must join this project 👍
@biratkhadka369 
@kumarkhadka369 
@kamalakhadka369 
@aarkukhadka @Aarushkhadka369 
@ReshmaKhadka369",0,0,1,0,1409584939981414418,1459985317646286858,102938596,2021-11-15T02:57:26.000Z,1460079468588851201
"Difference between @horizenglobal #zen $zen and @avalancheavax #avax $avax ???

#avax looking more stronger to me... however #zen with limited supply of 21 millions should be of 1000$ per #zen price if not  #bitcoin price.",0,0,1,0,,1460079442147962891,193277207,2021-11-15T02:57:20.000Z,1460079442147962891
"BENQI TO BE THE FIRST AVALANCHE-NATIVE TOKEN TO BE LISTED ON BINANCE!

Binance will list BENQI (QI) and will open trading for these pairs: QI/BTC, QI/BNB, QI/BUSD, and QI/USDT from 2021-11-15 08:00 (UTC).

Who's next?
@avalancheavax @BenqiFinance @binance https://t.co/bbE5TbJBPj",0,0,2,0,,1460079160236335106,1458444214501449733,2021-11-15T02:56:13.000Z,1460079160236335106
"@CryptoDiffer @avalancheavax @Fuse_network @ClearpoolFin @radixdlt @cryptocom @ultra_io @StarLinkETH @RmrkApp @Amasa_io @thorstarter CroxSwap is a low supply with low marketcap right now. A bsc gem going cross-chain very soon. Load your bags before it pumps to 3 digit price. You'll regret if you don't buy now. Farming will end in few weeks and there is no way CROX can be earned for free.
Checkout @croxswap https://t.co/LnrZgrlOh8",0,0,0,0,963815487481303040,1459876769511714820,1437272558366167041,2021-11-15T02:54:02.000Z,1460078611440947204
