public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,created_at,author_id,text,id,conversation_id,in_reply_to_user_id
0,0,0,0,2021-10-15T04:51:39.000Z,3023923622,"I'm in the running to win a guaranteed IDO Whitelist Spot for @StarLaunchSOL $STAR thanks to this campaign hosted by @DeFiDiscussion

https://t.co/A28YgRSDDS

#DeFi @solana $SOL @CardStarter $CARDS",1448874184809930756,1448874184809930756,
0,0,0,0,2021-10-15T04:51:27.000Z,1443323532025466885,@solana @SolanaConf pls do the livestream,1448874137875800072,1447641526041972742,951329744804392960
0,1,1,0,2021-10-15T04:50:41.000Z,131921372,@digitalperverts @solana Lucky... Should of dipped in my USDC,1448873942911959041,1448873454057443329,22252335
0,1,1,0,2021-10-15T04:49:49.000Z,22252335,@Smedium27 @solana Swapped some eth for sol during the dip,1448873723822436354,1448873454057443329,131921372
0,0,2,0,2021-10-15T04:49:02.000Z,1360469276532985858,@Awawat_Trades Looking good chart. @solana,1448873525977116672,1448866613185286144,1281133175658254336
1,1,2,0,2021-10-15T04:48:44.000Z,131921372,"8pm = I should buy the dip @solana 

11:48pm = Should of bought the dip",1448873454057443329,1448873454057443329,
0,0,0,0,2021-10-15T04:48:44.000Z,939117823506268160,@OrionDepp @solana @Orion__Research @Orion__Trading Done,1448873451565973504,1440929836948770820,927805704466919424
0,0,1,0,2021-10-15T04:48:37.000Z,2908055209,"@SolriseFinance My friend suggest @solana the I found both amazing trader @dmark33333 and @IcebergSOL_TH , both are incredible proformance.",1448873422822338567,1448734620934189058,1371267515867926528
0,0,0,0,2021-10-15T04:48:32.000Z,1444860380694466561,@joemccann @solana Please add @GiftedLabs 🐷,1448873400982642688,1448501295753531400,14814762
0,0,0,0,2021-10-15T04:47:37.000Z,1326532179606691840,"Another Rare Solana gem, coming up with their own stylist DEX, you don't want to miss this one here @solana https://t.co/057SUjm5re",1448873170623242240,1448873170623242240,
0,0,3,0,2021-10-15T04:47:31.000Z,853785663774146560,@gmchung94 @solana congrats!,1448873147722125315,1448862150718484483,950108225008943104
0,0,0,0,2021-10-15T04:45:43.000Z,1418592801445535744,@OrionDepp @solana @Orion__Research @Orion__Trading Follwing sir,1448872692044685320,1440929836948770820,927805704466919424
0,0,13,0,2021-10-15T04:45:33.000Z,1404740743877517317,"Plutos Network

@PlutosNetwork

Plutos Network x Slope.  Plutos partners with 
@slope_finance for cross-chain asset bridging. Plutos plans to connect to @Solana in October and integrate the Slope wallet, providing DApp support so that Solana users can experience Plutos on mobile https://t.co/UzIJ1wWRWc",1448872651166998530,1448872651166998530,
0,0,1,0,2021-10-15T04:45:01.000Z,1418592801445535744,@OrionDepp @solana @Orion__Research @Orion__Trading Following sir,1448872515598753792,1440929836948770820,927805704466919424
0,0,0,0,2021-10-15T04:44:40.000Z,1389236120,Very few realise this - from centralized to hybrid to fully Decentralised. That is the way forward. Deventralisation from day one doesn’t work. that is how @solana @SolanaFndn is doing it https://t.co/owd1oE6Af1,1448872428247998467,1448872428247998467,
0,0,0,0,2021-10-15T04:42:17.000Z,1424301179916361731,@Solana_Space @binance @solana Through this depositing will make sure our investments will secured? By the way  congratulation @Binance to your achievements,1448871829985054722,1448702645225537547,1416228801202200576
3208,297,1433,341,2021-10-15T04:41:01.000Z,1242507202067337217,"DeFi Raccoons 🦝 have teamed up with @StarLaunchSOL to gift away 5 *guaranteed* IDO whitelist spots on @CardStarter 🏆

🔸The @solana $SOL #Solana based launchpad, built by powerhouse @CardStarter 

👇Join the Campaign👇
https://t.co/yCRZWaGSYm

📚More: https://t.co/LRmwHc64cW https://t.co/n4ZSbLfM07",1448871509867520015,1448871509867520015,
0,0,0,0,2021-10-15T04:40:43.000Z,1359146916551000065,@Solana_Space @binance @solana I am sure many Binancians will be very happy for this! Cheers for this amazing works! Have a good time with it. Be a holders now of this!,1448871435066220547,1448702645225537547,1416228801202200576
0,0,1,0,2021-10-15T04:39:13.000Z,1447878070707261451,"@SolumDeFi @solana awesome project, i like it very much, keep it up @QUYHO41699795 @evacrypto1 @ThanhVy48479260 @adameva49674605",1448871057004240900,1448300547900166147,1443315427065614341
0,0,1,0,2021-10-15T04:37:56.000Z,1403604673680986113,"@SolumDeFi @solana They will  become one of the best cryptos, I am enthusiastic to participate in this and also support it. Good luck always.🔥💯

@dtontfr @Arya_Rosalia @reza_arga29 

$Solum #Solum #Solana",1448870734084726789,1448300547900166147,1443315427065614341
0,0,1,0,2021-10-15T04:37:52.000Z,21770765,@ekhqc409 @solana @cinchblock I need a Sol!,1448870719232827401,1447812797031714819,1067025324964106240
0,1,1,0,2021-10-15T04:36:53.000Z,4852161465,"@Allbridge_io @Dieruno2 @solana @avalancheavax Umm. Companies are not always too good at taking a compliment. I enjoyed the aaUSDC bridge too, but nothing is good enough to take a survey from a shady link.",1448870469361274889,1448791920830996486,1405574350720454656
0,0,2,0,2021-10-15T04:35:42.000Z,1421318653564231682,"@OrionDepp @solana @Orion__Research @Orion__Trading Done all Follow , Bismillah Wish me luck 🤲🙏😍 https://t.co/xhtp7wcyTg",1448870171796381702,1440929836948770820,927805704466919424
0,0,0,0,2021-10-15T04:34:59.000Z,1438826483762352128,@UserSuch @SuperteamDAO @gopartyparrot @aditay7s @yasinaktimur @solana they don't care! they just take a big profit from invester,1448869992615743492,1447397464181391363,1358492171515666433
0,0,0,0,2021-10-15T04:34:08.000Z,1312249344419139584,"@hmshafeeq check this. My favorite project is 
@Solana https://t.co/DjfPj6DIJH",1448869779113140229,1448869779113140229,966048848
0,0,1,0,2021-10-15T04:33:57.000Z,1448153145192812546,@SolumDeFi @solana A very good project in the crypto world. Inevitably one day this project will be a great success. Thanks so much for the giveaway. @QUYHO41699795 @adameva49674605 @alextua97400611 @evacrypto1,1448869732610818048,1448300547900166147,1443315427065614341
0,0,0,0,2021-10-15T04:31:17.000Z,408152025,@ekhqc409 @solana @cinchblock Done,1448869060872003587,1447812797031714819,1067025324964106240
0,0,0,0,2021-10-15T04:30:18.000Z,1312249344419139584,@3commas_io @hmshafeeq check this. My favorite project is @Solana,1448868814536462338,1448785694470680582,956912092644347904
1,1,1,0,2021-10-15T04:29:39.000Z,1389775762182610946,"Any @solana $SOL holders out there want to help us #MakeCensorshipHistory ? The Exponential Censorship Resistance is looking for your participation! ❤️✨🙏! 
https://t.co/gfEM9h2U15",1448868650933362688,1448868650933362688,
0,0,0,0,2021-10-15T04:28:14.000Z,1359146916551000065,@Solana_Space @AverBet @Sola_System @solana Congratulations @AverBet for the official listed of your company with @Sola_System! We are all so much happy to be part of your ecosystem. Keep up the good work guys!,1448868295415787521,1448687542921056259,1416228801202200576
0,0,0,0,2021-10-15T04:27:52.000Z,1433332481143414784,"@Solana_Space @ParagonNft @solana There will be more good news in the future. It's going to be fantastic, @ParagonNft! This expansion just indicates that you are progressing, as you have always done. This is your opportunity to shine, art lovers.",1448868201186557952,1448680497417101315,1416228801202200576
0,0,0,0,2021-10-15T04:27:46.000Z,1423347188046966786,"@solana @mangomarkets Question for the @mangomarkets team, could we use NFTs as governance tokens for the DAOs we build?",1448868176385777666,1448272512924602374,951329744804392960
0,0,0,0,2021-10-15T04:26:42.000Z,1359146916551000065,@startup_space1 @JupiterExchange @solana Let us all have an outer space experiences with this. I am pretty sure you will gonna be loved this. Visit it now and enjoy the many great opportunities,1448867908239572996,1448686531783319561,1425013529271230484
0,0,0,0,2021-10-15T04:26:31.000Z,1443544371568078851,"@SolanartNFT @solana @redacted_j @DegenApeAcademy @galacticgeckosg @AuroryProject @SolsteadsNFT @aeyakovenko @rajgokal @staratlas @mattysino Battle Zombies🧟♀️launching on Solana!
Are you ready🧐?!! 
Whitelist open on Telegram
Dont Miss out!
Twitter : @battlezombiesX
#nfts #nft #nftart #nftartist #nftcollector #cryptoart #digitalart #nftcommunity #art #crypto #ethereum #blockchain #cryptocurrency #cryptoartist #opensea",1448867860932022278,1444842770267611138,1406063244532404225
0,0,1,0,2021-10-15T04:24:19.000Z,1392130095473733638,@JEnstrats @solana @KAM1NFT Congrats on joining some real ones,1448867308219346944,1448711752758153222,120101895
0,0,1,0,2021-10-15T04:22:16.000Z,1408369820815462400,Today is a another good day to be in the @solana ecosystem,1448866790831005696,1448866790831005696,
0,0,0,0,2021-10-15T04:20:45.000Z,1381592896676134918,@Cryptobabe_8888 @battlefornippon @solana 100%. I love the artwork!! Project is cool too,1448866411481223171,1448814466871693317,1355694651659923456
0,0,0,0,2021-10-15T04:20:15.000Z,868047240773894144,"@RamshreyasR @solana Now is the time to BUY $SAGE coin, a Top Layer Farming Token with 40% APY Daily! on @0xPolygon Total minted so far 2509/4800 Get one now and start earning immediate return Price is $123 and climbing fast! Buy NOW before you miss out on this GEM:
https://t.co/5ewbvSHXVz",1448866283316031490,1445025608879071233,1401372767044337675
1,2,4,0,2021-10-15T04:20:01.000Z,1405574350720454656,"@Dieruno2 @solana @avalancheavax Thank you! Allbridge team will appreciate if you leave your feedback on Trustpilot:

https://t.co/DjAZOitNHd",1448866227091300355,1448791920830996486,1413833850543804417
0,1,1,0,2021-10-15T04:19:57.000Z,1355694651659923456,@Sol_Hulk @battlefornippon @solana This looks so cool,1448866209458528257,1448814466871693317,1381592896676134918
4,2,23,0,2021-10-15T04:17:41.000Z,1434431012751163394,"Once $HAPI (sleeping-giant) wakes up

Its game/set/match

@solana @NEARProtocol @HECO_Chain @XinFin_Official @0xPolygon @i_am_hapi_one @bocachica_io @avalancheavax @ReefDeFi @Ariadne_finance @auroraisnear @Allbridge_io @risk_swap @apyswap @DafiProtocol
Psst 3 days till mvp🤔 https://t.co/gouFqw1x76",1448865638911467523,1448865638911467523,
1,3,7,0,2021-10-15T04:17:17.000Z,250964210,"So cute Unirex!! 😍
How about that?

I think it’s so HIP! 🧢🕶💍

@unirexcity @solana @SolanartNFT 

#NFT #NFTs #Solana   
#unirex #solanart #solanartNFT https://t.co/y3cS0xxjHu",1448865539774763010,1448865539774763010,
0,0,2,0,2021-10-15T04:15:10.000Z,1971785695,@DivvyBet @solana let's gread sir . let's gooo,1448865004082503685,1448846182399291397,1391852800972398595
0,0,0,0,2021-10-15T04:11:05.000Z,1355825028680454146,@Solana_Space @JupiterExchange @solana This @Solana_ecosystem should become increasingly economical to employ today that @JupiterExchange allows numerous transactions can become placed.,1448863978516402180,1448710192586268676,1416228801202200576
0,0,1,0,2021-10-15T04:10:04.000Z,1446268645651353615,@Solana_Space @JupiterExchange @solana Just right after the announcement @JupiterExchange is now live to @solana! This will fulfill the swaping trade to the #Solana. Explain this eagerness??,1448863721783115779,1448710192586268676,1416228801202200576
0,0,0,0,2021-10-15T04:07:56.000Z,1416404556896870407,@OrionDepp @solana @Orion__Research @Orion__Trading wow choose me,1448863184178147328,1440929836948770820,927805704466919424
0,0,0,0,2021-10-15T04:07:33.000Z,1416404556896870407,@OrionDepp @solana @Orion__Research @Orion__Trading Wow choose me,1448863089672159232,1440929836948770820,927805704466919424
0,1,3,0,2021-10-15T04:07:26.000Z,1358089022216818691,@cryptoisnice @CyberKongz @ethereum @solana @BoredApeYC @CyberKongz is always leading the nft space. I'm sure BAYC is going to follow their lead once again.,1448863058437287952,1448732305271443462,1391028577475379202
0,1,3,0,2021-10-15T04:05:17.000Z,1446045132730482688,"@solana Wow,exciting moment, @Soapyfinance  will be a great project @APY_TOP @DoraHacks 

#Solana #SoapyFinance #APYTOP",1448862519099940872,1448701988774957056,951329744804392960
0,1,0,0,2021-10-15T04:04:43.000Z,1355825028680454146,"@Solana_Space @binance @solana With @Binance, their cryptocurrency connections were usually your best, Owners of $SPL, $USDC, but also $USDT also could fully utilize it just on @solana network, which was a terrific move. Isn't this an incredible venture?",1448862373918351360,1448702645225537547,1416228801202200576
0,1,0,0,2021-10-15T04:04:36.000Z,1341420745105100800,"@SolumDeFi @solana Amazing and impressed with this project, hopefully l this event the community and especially this crypto will get success.🤩🚀🚀🚀

@Nuwan52600414 
@MenakaMadusha13
@Kavindu39222884 
@kalindu200 
@Nuwangiwasana",1448862345162199040,1448300547900166147,1443315427065614341
0,0,0,0,2021-10-15T04:04:23.000Z,425187562,"Specially Thanks sir
For sharing a great project, I Hope This project Future is Bright More Success &amp; Go To The Moon.

@WiwitChimut 
@naka_tere 
@Manonga23159056 

@SolumDefi @solana https://t.co/6F4DmC6WcG",1448862291735154688,1448862291735154688,
0,0,0,0,2021-10-15T04:03:52.000Z,1441652087918530564,Nice project @cz_binance @TrustWallet @iSafePal @solana @binance https://t.co/w1KpdsfU4f,1448862160445005824,1448862160445005824,
0,1,6,0,2021-10-15T04:03:49.000Z,950108225008943104,"$SOL just listed on Upbit KRW &amp; BTC market🔥 @solana 

https://t.co/ZIldJbLFMw",1448862150718484483,1448862150718484483,
0,2,0,0,2021-10-15T04:00:38.000Z,760700615269965824,@OrionDepp @solana @Orion__Research @Orion__Trading already following please give me              AqxovYGKgndpR4K7tLk7QU11oL44QLGpSupHS9pBxMfN,1448861345672089604,1440929836948770820,927805704466919424
0,1,2,0,2021-10-15T04:00:20.000Z,1441850039169531909,"@AscendEX_Global @MolidorShane @BY_DeFi @Cointelegraph @SovrynBTC @solana Enjoyed this talk, it was very enlightening and we would love to see more chat like this on the regulations surrounding crypto. A lot to cover!",1448861273966329859,1446244143299284996,1007389104701673473
3,1,30,0,2021-10-15T04:00:00.000Z,1379774059840344064,"🚀🚀🚀 Congratulation!!!

@orca_so - The most user-friendly DEX on Solana

@solana #SOLANA $SOL #solszn #solanaszn https://t.co/6NEjusFMI5",1448861187089723396,1448861187089723396,
0,0,4,1,2021-10-15T03:59:14.000Z,913938860953935872,"@JupiterExchange @solana This could be best dex on Solana!
You can use it on mobile totally.
Simply amazing.",1448860996446023684,1448306201444306946,1446489618208067586
0,0,0,0,2021-10-15T03:59:04.000Z,1446268645651353615,@Solana_Space @binance @solana @binance is always the talk of the town! This new token integration will definitely bring a lot of opportunities. SPL to the moon🚀🚀,1448860952217088001,1448702645225537547,1416228801202200576
1,0,1,0,2021-10-15T03:58:12.000Z,1373988146271096837,"@binance @solana #DeFiChain generates passive income and may make you financially free.
The project is growing fast, next products are:

✔ interchain exchange
✔ atomic swap
✔ decentralized stocks
✔ tokenization 
✔ lightwallet

Be an early adapter and benefit particularly! 🚀
$DFi",1448860735145193475,1448785710664851458,877807935493033984
0,0,0,0,2021-10-15T03:56:29.000Z,1071698569,"Great video on the hot @Hero_NFT_ that are coming soon to @terra_money and @solana
 https://t.co/X0dkPOs2pa",1448860302250954755,1448860302250954755,
0,0,0,0,2021-10-15T03:55:38.000Z,889662234296807425,@ekhqc409 @solana @cinchblock Done ✅,1448860088643563527,1447812797031714819,1067025324964106240
0,1,1,0,2021-10-15T03:55:28.000Z,1062100709620043776,@YoSnickerdoodle @FTX_Official @animocabrands @solana I had avoided NFTs for the most part up until now…,1448860049359577090,1448787270325125126,1395119836280283136
0,1,0,0,2021-10-15T03:55:21.000Z,1425043834979815425,"@solana 👍👍Support @Soapyfinance 
https://t.co/B0sDaYiQRg is the first DAPP under @Soapyfinance 

@APY_TOP  is a simple, transparent APY Data Integration &amp; Analysis tool.",1448860018422419466,1448701988774957056,951329744804392960
0,0,2,0,2021-10-15T03:53:41.000Z,141599195,"Crypto: 15 Oct
#BTC very bullish, #ETH also getting stronger
@AxieInfinity market leader, very strong
@solana getting decent support at 50DMA",1448859597813403649,1448859597813403649,
0,0,0,0,2021-10-15T03:53:30.000Z,1367019754066751489,"@terra_stars_io @galactic_punks @LunaBulls @terraterrapins @terrawhales @collectxyznft @Astroverse_NFT @wormholecrypto @solana Everything has lead to now.

Can you feel it? https://t.co/mgNN85IqZq",1448859550904430632,1448748765209300992,1367019754066751489
0,0,0,0,2021-10-15T03:53:24.000Z,927190365672693760,@Solana_Space @binance @solana Wow! Thank you for these wonderful announcements @binance .and congrats for the successfully token Integrations. You are the best networks ever that you are very dedicated to your work to make it success and good.,1448859529366568960,1448702645225537547,1416228801202200576
0,0,0,0,2021-10-15T03:51:14.000Z,1436681980192559116,"Updates Today #SOL #Solana Price Prediction And Forecast  @solana 

Market ⏩ https://t.co/M7FQhHB0B9

#cryptocurrency #crypto #nft #blockchain #cryptonews #crypto #bitcoin #cryptocurrency #blockchain #btc #ethereum #trading #bitcoinmining #cryptotrading #cryptocurrencies https://t.co/cWSuMYgnje",1448858982752284673,1448858982752284673,
0,1,2,0,2021-10-15T03:50:25.000Z,1367019754066751489,"@terra_stars_io @galactic_punks @LunaBulls @terraterrapins @terrawhales @collectxyznft @Astroverse_NFT Some inspiration: The pfps included at the side to flex... and can use @terra_stars_io models as they are.

Could go cross-chain with $ETH &amp; $SOL pfps as well and do a cool @wormholecrypto themed track. With some iconic $ETH &amp; @solana iconic protocol symbols. https://t.co/Fgb2Guwx7x",1448858777051148314,1448748765209300992,1367019754066751489
0,0,0,0,2021-10-15T03:47:52.000Z,1436475929560174592,"@startup_space1 @JupiterExchange @solana What meaning does our life have? 

We can learn more by going to this website.

I'm grateful that they provided us with the best prices so that we may continue to experience",1448858136891179013,1448686531783319561,1425013529271230484
0,0,0,0,2021-10-15T03:46:29.000Z,1436475929560174592,@Solana_Space @AverBet @Sola_System @solana Another fantastic platform will be created for us as a result of @AverBet being listed on @Sola System. Will this opportunity be available to all those in need of a lifestyle change?,1448857785542709250,1448687542921056259,1416228801202200576
0,0,4,0,2021-10-15T03:45:45.000Z,1153683551352758275,"Excited to back @viro_sichel, @AdamNovaFi and the rest of the @NovaFinance_ team in their mission to bring programable assets to DeFi on @solana. $NOVA https://t.co/xAzTQhJrzP",1448857602155294723,1448857602155294723,
0,0,0,0,2021-10-15T03:44:42.000Z,1355825028680454146,"@Solana_Space @AverBet @Sola_System @solana I'm ecstatic that they made through on my @Sola_System, @AverBet, we're incredibly excited to use these capabilities on its marketplace today. Thank you for providing this information.",1448857338199248899,1448687542921056259,1416228801202200576
0,0,1,0,2021-10-15T03:44:34.000Z,1340473135091486720,@technovikingeth And thats where @solana nfts come to play,1448857302975401984,1448787477892796416,1405346854900883458
3,0,21,0,2021-10-15T03:44:13.000Z,1382983616527958016,"Latest news update in @solana ecosystem!!

$SOL #Solana #SolanaSummer #solanaszn https://t.co/U9D7GEysh6",1448857217952669698,1448857217952669698,
0,0,0,0,2021-10-15T03:43:00.000Z,1394929366589591554,"@SolumDeFi @solana Nice project and congratulations to the team for their efforts and dedication and highly appreciated the visionary thought of the project and it will create history and go to the moon. 

@ikhsansmf @saerozi @ariunaa_bayan 
#SOLUM #SOLANA",1448856908350169098,1448300547900166147,1443315427065614341
0,0,0,0,2021-10-15T03:42:02.000Z,1355825028680454146,"@startup_space1 @JupiterExchange @solana That's also especially exciting, people may finally reconnect with @JupiterExchange while we broadcast live just on @solana, Whatever significance does our life have? We may find out more by clicking here.",1448856667827761154,1448686531783319561,1425013529271230484
0,0,1,0,2021-10-15T03:40:43.000Z,3367785664,"$SOL NEW WAVE! @solana is #apple of crypto, $eth is #microsoft of crypto... I will say this till I die🤐🤘⭐️

#Crypto #Coinbase #cryptocurrencies #BTC #ALTSEASON #Solanart #nft #CryptoNews",1448856336553451521,1448856336553451521,
0,2,0,0,2021-10-15T03:39:16.000Z,1275373133726244864,"@mattytay @solana @orca_so @Saber_HQ @SunnyAggregator @RaydiumProtocol @ProjectSerum Sol is scam, getting rekt everyday, shitcoin",1448855972286320643,1448706640178401293,2943424636
0,0,0,0,2021-10-15T03:38:20.000Z,1324950668931559427,"@ICODrops @NovaFinance_ @animocabrands @SkyVisionCap @rarestonecap @solana @3commas_io @solanium_io @AscendEX_Global @Morningstar_vc @DFG_OfficiaI @group_lian @GenblockCapital @capital_spark #airdrop #assetcoin
#chinhkk

https://t.co/UWivVq4mXE
    🕳️Claim your 50AC
   💌 Get extra 200AC
  5000 coins to be a masternode user. MasterNodes will earn upto $2000 monthly for helping us power the blockchain",1448855735908007938,1448701296664535046,900009678184353793
0,0,0,0,2021-10-15T03:37:57.000Z,1444252234431094787,@OrionDepp @solana @Orion__Research @Orion__Trading Done ✅ https://t.co/SgbdrQODrr,1448855640735031296,1440929836948770820,927805704466919424
0,0,0,0,2021-10-15T03:37:42.000Z,1275373133726244864,@solana_daily @JupiterExchange @solana @soldexai @speqto @StepFinance_ @slope_finance @symmetry_fi Sol scam,1448855577765957638,1448852694261649408,1379774059840344064
0,1,1,0,2021-10-15T03:36:50.000Z,47048845,@thexastronaut @cheers_land @solana @TrustWallet @solidity_lang @KangarooCap @dci_crypto @ItsBlockchain @INDOTRADER_ @MathWallet @certik_io This isn't Solana...?,1448855360027054080,1448847780764479489,1382983616527958016
0,0,4,0,2021-10-15T03:36:19.000Z,1441850039169531909,@skeletoncrewrip @TreatToolbox @solana @metaplex Thank you for supporting the Solana community!,1448855229110231054,1448670989202698240,1429667776034222082
0,0,0,0,2021-10-15T03:36:06.000Z,1415495598493429764,@OrionDepp @solana @Orion__Research @Orion__Trading All the tasks are done. Very bullish on SOL here. Can't wait to see if I win. https://t.co/5VZGz0EBbB,1448855171954585613,1440929836948770820,927805704466919424
0,0,0,0,2021-10-15T03:35:56.000Z,1448250256794157056,"@binance @solana @Buffdogecoin is the Buff version of @Dogecoin @MattWallace888 @gate_io @elonmusk lets go to the mars🚀🚀🚀

#Buffdogecoin #Buffdogecoinarmy #Dogeprotector @gate_io @buffdogecoin @CoinMarketCap @Tokocrypto @MrBuffDogeCoin @binance @cz_binance @BinanceChain https://t.co/GZxOOKLxer",1448855132779671558,1448785710664851458,877807935493033984
0,0,0,0,2021-10-15T03:35:35.000Z,1436475929560174592,"@Solana_Space @binance @solana @binance, this is a fantastic initiative. Your token integrations are consistently excellent. I am confident that this one will provide people with yet another possibility to earn extra money.",1448855044837687300,1448702645225537547,1416228801202200576
0,0,1,0,2021-10-15T03:35:06.000Z,1401390998832312325,@problogger10 @LiteBlogging @BabyApesNFT @Zoolana_ @MagicEden_NFT @RealSolSisters @solana @solanium_io @TheBinanceNFT Gas fee will be there,1448854920308822023,1448852030575894530,1394579477032693769
0,0,0,0,2021-10-15T03:35:04.000Z,1355825028680454146,"@Solana_Space @ParagonNft @solana @ParagonNft, we're ecstatic to hear concerning their growth. Could we offer together a quick glimpse of way you'll approach that proposal? I'm hoping this would help our website get greater traction",1448854914101170180,1448680497417101315,1416228801202200576
0,0,0,0,2021-10-15T03:34:33.000Z,233590034,"@binance @solana 🚀 !! YO ROCKET !! 🚀 

🥳 !! PRE SALE FRIDAY 15TH !! 🥳
🥳 !! LAUNCH SUNDAY 17TH !! 🥳

Telegram - https://t.co/Obq2ZjaJq2

✅ Doxxed Devs
✅ YO Raffle
✅ YO Time
✅ YO System
✅ YO NFT
✅ YO Stake

#Presale - https://t.co/RKGxkIjpQY

$YO #Pinksale #BSC #BNB #bscgem #YoRocket https://t.co/8astR944eg",1448854783608172556,1448785710664851458,877807935493033984
0,0,0,0,2021-10-15T03:33:19.000Z,1372506996486807554,"@SolumDeFi @solana Nice project and congratulations to the team for their efforts and dedication and highly appreciated the visionary thought of the project and it will create history and go to the moon. 

@KatiPolygon 
@TheArmyDAO 
@unknown16221959 

#SOLUM #SOLANA",1448854473942581250,1448300547900166147,1443315427065614341
6,1,25,0,2021-10-15T03:32:59.000Z,1309703843949682694,"Today's stream focused on the decentralized exchange narrative and how $DYDX is leading the way!

I also gave insights into the @solana ecosystem and how you can take advantage of similar plays to @dydxprotocol 

Check it out 👇

https://t.co/bKS3a3DesE",1448854391193096206,1448854391193096206,
0,0,0,0,2021-10-15T03:32:37.000Z,1436475929560174592,@Solana_Space @JupiterExchange @solana The @Solana ecosystem will be more profitable to employ now that @JupiterExchange allows numerous deals to be placed. This will enhance the amount of investment options available to all users.,1448854295646916610,1448710192586268676,1416228801202200576
1,1,6,0,2021-10-15T03:32:15.000Z,433143312,"How many tweets does it take to unpack a cross pool liquidity @Solana DeFi protocol? Let’s find out. Time for a 🧵 on @gopartyparrot - Making LP tokens liquid again. (not financial advice)
https://t.co/5YMpiLmkE7",1448854206434078721,1448854206434078721,
