public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,text,created_at,id,conversation_id,in_reply_to_user_id
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 628495085709

$SOL",2021-09-15T04:57:03.000Z,1438003908614377474,1438003908614377474,
0,0,0,0,933091746522771456,@loomlocknft aaaah cant swap my @solana for eth. gogogogo network i need one!,2021-09-15T04:56:56.000Z,1438003880277778444,1438003590531100675,1417881157413314560
0,0,0,0,1425322451034984451,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/B6EVkeisFG

Trial tokens claim id: 350807788366

$SOL",2021-09-15T04:56:41.000Z,1438003815790178309,1438003815790178309,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 199481819973

$SOL",2021-09-15T04:56:39.000Z,1438003809419083780,1438003809419083780,
0,0,1,0,2903640535,@jeysuhns @CrocoCako @SolanaStatus @solana So dense yet still trying to educate people on the internet. Bravo,2021-09-15T04:56:36.000Z,1438003798035734532,1437856638279487493,71490367
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 706101252136

$SOL",2021-09-15T04:56:10.000Z,1438003687578734592,1438003687578734592,
0,0,0,0,1427164757807681550,"@PandaCrewNFT It's my favorite panda.

The reason is because it looks like a luxury panda.

@PiggySolGang

@solanium_io

@solana 

@MargartWillson

Good Project 

DC : yeop#4255 https://t.co/iWdQ4H1kNe",2021-09-15T04:55:51.000Z,1438003607488458752,1437853638785859584,1431759021552259076
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 467033806329

$SOL",2021-09-15T04:55:28.000Z,1438003511954788354,1438003511954788354,
0,0,0,0,1427164757807681550,"@PandaCrewNFT @KolsanaNFT @OceanStarsClub @PolarPenguinNFT It's my favorite panda.

The reason is because it looks like a luxury panda.

@PiggySolGang

@solanium_io

@solana 

@MargartWillson

Good Project 

DC : yeop#4255 https://t.co/LeAWJwDIqM",2021-09-15T04:55:23.000Z,1438003488416403458,1436707728102100994,1431759021552259076
0,0,0,0,1296709969715363841,"@TheMoonCarl team @Solrazr_App do good job &amp; create Launchpad, Accelerator &amp; Developer Tools,

it's help the retail investors to get fair and decentralized allocations
which is very great news! for @solana blockchain investor,

&amp; her $SOLR #IDO is organise on 4th Oct

https://t.co/yRxYDK3kqi?",2021-09-15T04:55:15.000Z,1438003458100060160,1437696467511164931,978732571738755072
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 141558132404

$SOL",2021-09-15T04:55:01.000Z,1438003397710385152,1438003397710385152,
0,0,0,0,1427164757807681550,"@PandaCrewNFT @SolChicksNFT It's my favorite panda.

The reason is because it looks like a luxury panda.

@PiggySolGang

@solanium_io

@solana 

@MargartWillson

Good Project 

DC : yeop#4255 https://t.co/CGGkjUPdj9",2021-09-15T04:54:59.000Z,1438003388625477635,1437945383615746055,1431759021552259076
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 317482182074

$SOL",2021-09-15T04:54:35.000Z,1438003290403270657,1438003290403270657,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 615113188449

$SOL",2021-09-15T04:54:01.000Z,1438003144655519748,1438003144655519748,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 612721639272

$SOL",2021-09-15T04:53:42.000Z,1438003067283288068,1438003067283288068,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 457515122746

$SOL",2021-09-15T04:53:23.000Z,1438002988556111875,1438002988556111875,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 713573385006

$SOL",2021-09-15T04:52:46.000Z,1438002829805998081,1438002829805998081,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 376529128808

$SOL",2021-09-15T04:52:21.000Z,1438002725933965312,1438002725933965312,
0,0,1,0,933091746522771456,"@DreadDozer @solana ah okay. did not have the time to catch up.
thank you! appreciate it.",2021-09-15T04:52:14.000Z,1438002698113126401,1438002089897119745,835538259518291968
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 174373050505

$SOL",2021-09-15T04:52:02.000Z,1438002647232126978,1438002647232126978,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 261462704836

$SOL",2021-09-15T04:51:45.000Z,1438002576511934466,1438002576511934466,
0,0,0,0,1414048294351818756,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/QK4ERVry1F

Trial tokens claim id: 726205802804

$SOL",2021-09-15T04:51:35.000Z,1438002532350111753,1438002532350111753,
0,1,0,0,1406254915421278216,@jeysuhns @AvantiRold @SolanaStatus @solana Bro normal sol TPS is 50k tps. Thats already ~5 bil tx per day. Thats 20 times more than whatever u shilling. So stop here,2021-09-15T04:51:18.000Z,1438002464381235201,1437856638279487493,1406254915421278216
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 255066738799

$SOL",2021-09-15T04:50:59.000Z,1438002382944837632,1438002382944837632,
0,1,1,0,835538259518291968,@Crypto_Salmon @solana The network is down since yesterday,2021-09-15T04:50:50.000Z,1438002343883202560,1438002089897119745,933091746522771456
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 244815131459

$SOL",2021-09-15T04:50:34.000Z,1438002279844569090,1438002279844569090,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 24901816433

$SOL",2021-09-15T04:50:14.000Z,1438002195119714307,1438002195119714307,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 808224993979

$SOL",2021-09-15T04:49:55.000Z,1438002112701640706,1438002112701640706,
0,2,1,0,933091746522771456,anyone else having problems sending @solana right now?,2021-09-15T04:49:49.000Z,1438002089897119745,1438002089897119745,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 117590513282

$SOL",2021-09-15T04:49:34.000Z,1438002027263561728,1438002027263561728,
4,1,33,0,1409874613056716807,"The only chart that matters. 
Wake-up, don’t choose centralised token economies. @mira_hurley @nano @solana @Cardano @Algorand @tezos @Gemini @mira_hurley @jasonesg https://t.co/v9dxeM616i",2021-09-15T04:49:23.000Z,1438001978152415234,1438001978152415234,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 865419995906

$SOL",2021-09-15T04:49:15.000Z,1438001946309414915,1438001946309414915,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 12343774495

$SOL",2021-09-15T04:48:52.000Z,1438001849903296516,1438001849903296516,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 489329975848

$SOL",2021-09-15T04:48:33.000Z,1438001769905274884,1438001769905274884,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 83606869451

$SOL",2021-09-15T04:48:13.000Z,1438001688330309639,1438001688330309639,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 747241447921

$SOL",2021-09-15T04:47:51.000Z,1438001593962700802,1438001593962700802,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 671895936375

$SOL",2021-09-15T04:47:21.000Z,1438001469937143811,1438001469937143811,
0,0,0,0,742603398868926464,"@Xverseofficial @solana Very good project, I hope I’m lucky enough to win the prize
@nhHiu67082395 @HongMinhTrn7 @honganhAH 

#Airdrop #SolanaNFT #CryptoGiveaway",2021-09-15T04:47:15.000Z,1438001441675743233,1437722692002537477,1361197346214670338
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6z8VP

Trial tokens claim id: 425535015893

$SOL",2021-09-15T04:46:28.000Z,1438001244090556423,1438001244090556423,
0,0,0,0,378837433,@Pentosh1 Live feed from @solana HQ https://t.co/UpC2MXrac0,2021-09-15T04:45:50.000Z,1438001084979679238,1437811382901170186,1138993163706753029
0,5,1,0,760439464757825537,@coinbase @solana @0xMaki @el33th4xor @jai_prasad17 @ViktorBunin @nemild @Mindcloud_io @petejkim disabled account but submitted 2 year request not processed!  coinbsae is no longer trusted,2021-09-15T04:45:38.000Z,1438001036703141893,1437934907834077186,574032254
0,0,5,0,2684196990,@CoinDesk @tedisogun @solana @realDannyNelson We move to #XTZ @tezos,2021-09-15T04:45:33.000Z,1438001013873512450,1437867198312292352,1333467482
0,0,1,0,2158255215,It was not possible to join ido because the @solana network was down. because there was no connection to the wallets. now it's too late. @gopartyparrot what do you think about it? any other pre-sale or what?,2021-09-15T04:45:10.000Z,1438000920961425412,1438000920961425412,
0,0,0,0,2660835253,@awfuljesse @SolanaStatus @solana you actually think 400k tps was happening? lol,2021-09-15T04:44:23.000Z,1438000719936770057,1437856638279487493,1392467529713520642
0,1,0,0,1185678136970604544,"@claraeuro @solana #BitcoinSV is the only public blockchain. The protocol is set. Also, evidence begs to differ with your belief that Craig is not Satoshi. How did 'everybody in the crypto community' learn erroneous info about the #bitcoin of the #whitepaper? Hm... https://t.co/tA3ISunxqM",2021-09-15T04:43:43.000Z,1438000555863916545,1437831260580184066,1234536187202875392
0,0,0,0,1415742047248605184,"@coinbase @solana @0xMaki @el33th4xor @jai_prasad17 @ViktorBunin @nemild @Mindcloud_io @petejkim Have you participated in the huge #airdrop program of @GetKalao, the Turkish project that has the potential to be one of the new stars of the #AVAX network?

https://t.co/myjAVnb1kL",2021-09-15T04:42:06.000Z,1438000146667610113,1437934907834077186,574032254
0,0,0,0,2660835253,@Sameer89546685 @SolanaStatus @solana They've forked up big time,2021-09-15T04:42:03.000Z,1438000133849980929,1437856638279487493,3847514894
0,0,0,0,1415742047248605184,"@IxMichel @coinbase @solana @0xMaki @el33th4xor @jai_prasad17 @ViktorBunin @nemild @Mindcloud_io @petejkim Have you participated in the huge #airdrop program of @GetKalao, the Turkish project that has the potential to be one of the new stars of the #AVAX network?

https://t.co/myjAVnb1kL",2021-09-15T04:41:57.000Z,1438000109573193730,1437934907834077186,1377178833225322496
0,0,0,0,1233739422098755585,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/cFSXLkf4RB

Trial tokens claim id: 721089705382

$SOL",2021-09-15T04:40:53.000Z,1437999842823852032,1437999842823852032,
0,0,0,0,956815045836640256,@Solrazr_App @solana Nice,2021-09-15T04:40:48.000Z,1437999818870337537,1437811762967969800,1383409972143280128
0,3,3,0,1358826587567755264,Curious what our learnings are for @cosmos from the @solana events today.  I hear and see the Cosmos maxis - but are there more analytical takes as Cosmos ecosystem scales?  Maybe apples to oranges but…,2021-09-15T04:40:21.000Z,1437999706072780800,1437999706072780800,
0,0,0,0,1233739422098755585,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/cFSXLkf4RB

Trial tokens claim id: 466843302771

$SOL",2021-09-15T04:40:18.000Z,1437999695662518280,1437999695662518280,
0,1,0,0,1389125201477046279,"@abhay_sharma_g @binance @BinanceFutures @solana no brodr, learn and do 😃",2021-09-15T04:40:08.000Z,1437999653279055874,1437953205946646536,1158815915695194112
0,0,0,0,1327759750478655495,@Mattygxrp @solana Please don't make me froth at the mouth anymore my lips are chafed.,2021-09-15T04:40:04.000Z,1437999633528201222,1437822668774989828,1268685026524377089
0,0,0,0,1424276838663270406,@BrutalBTC @solana Did you just raped the few left members also? 😂😂 Potticap business is going flop Mr Ali Sikander? https://t.co/RaW74XFC2g,2021-09-15T04:40:03.000Z,1437999630403387397,1437820424235139082,1358704727962357760
0,0,0,0,1433558498374139912,@thexastronaut @SYP_Protocol @solana @NGC_Ventures @LiqProtocol @gopartyparrot @PythNetwork @Oiggroup @ChemixLabs @BlockwallCap @SYP_Protocol  super,2021-09-15T04:39:18.000Z,1437999440783097856,1437977142571143170,1382983616527958016
0,0,2,0,15438740,@mjmntro @solana The network crashed because of a bug. All blockchains are obviously never supposed to stop. BTC/Eth have crashed before as well,2021-09-15T04:37:47.000Z,1437999061903155201,1437831260580184066,1393765833415950336
0,0,1,0,932448188660793346,@MoonCadet_Link @cryptomanran @Aldrin_Exchange @solana Definitely a gem and surprisingly still fairly under the radar.. 💎🚀,2021-09-15T04:37:28.000Z,1437998981007642628,1437926536766640131,2222861534
1,0,4,0,1388380722528804866,@DegenLizzy_NFT @solana @SBF_FTX @0x_fxnction @SolDigitalEyes @aeyakovenko @rajgokal @redacted_j Solana | Degen Lizzy ❤️ https://t.co/BNDy74U5C9,2021-09-15T04:37:16.000Z,1437998931229569024,1437998068473892864,1327202526412718080
0,0,1,0,1012119305167646720,"@bonfida @Ign_agus @BoldBadgers @solana @SolanartNFT Wish me lucky 🔥🔥🔥
come join guys 
@Boldbadgers,@bonfida🚀🚀
@Candrabagusp 
@aldocedok 
@FrediansyahAldo 
 
#SolanaSummer #SolanaNFT 
riw5gD8ENZLurmDHsJZtpddugWzHAm5MT3WquVuputN",2021-09-15T04:37:03.000Z,1437998876309417986,1437738742853160966,1280715218947989506
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 749574821203

$SOL",2021-09-15T04:35:44.000Z,1437998542912516096,1437998542912516096,
1,0,1,0,1400168911686012929,@solana @Jihoz_Axie @amytongwu @BradyDale I don't want to hate while trusting Solana find quick solution,2021-09-15T04:35:36.000Z,1437998512566947841,1437823960465514505,951329744804392960
0,0,0,0,1074291635939229696,@CoinDesk @solana @realDannyNelson eth killer? more like it killed itself. Can we talk about how much power #sol has if they can take it down themselves for 4+ hours. Failed,2021-09-15T04:35:30.000Z,1437998488063602692,1437867198312292352,1333467482
1,0,4,0,1360003094176759808,"@FeiStrife @avalancheavax @solana @cosmos .@tendermintHQ is the most battle tested POS consensus protocol in all of blockchain, and the zones are independent from the main hub.  Experience, development, and long term testing pays off.",2021-09-15T04:35:27.000Z,1437998471714414593,1437877664057077761,1235131836596187136
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 42309480300

$SOL",2021-09-15T04:35:20.000Z,1437998442932932617,1437998442932932617,
0,0,0,0,920491571409244160,@solana @Microsoft @jumptrading @StanChart @FortePlatform @metaplex When could the main net resolve?,2021-09-15T04:35:09.000Z,1437998398133702659,1432737294004359170,951329744804392960
0,1,0,0,1158815915695194112,@future_isCrypto @binance @BinanceFutures @solana Do you provide calls bro?,2021-09-15T04:35:03.000Z,1437998371537494016,1437953205946646536,1389125201477046279
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 979199227312

$SOL",2021-09-15T04:34:41.000Z,1437998279854223363,1437998279854223363,
1,0,2,0,1430796668987793409,"Crypto wrap: @hedera $hbar hits all-time high ahead of high-speed blockchain platform's 'special announcement'; @Solana still down; #DeFi projects soar 

&gt; https://t.co/UjLZJ7JP9n

by @derekmartinrose feat @HBAR_barossa @dobuybitcoin @metomouk  @lawmaster @ViktorFisher $sol $celr https://t.co/amzqlPltsE",2021-09-15T04:34:12.000Z,1437998159695917059,1437998159695917059,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 22154291028

$SOL",2021-09-15T04:34:01.000Z,1437998113931681793,1437998113931681793,
17,2,96,1,1327202526412718080,"#solana Beta Validators upgrade Progress is slowly reaching 70% matter of time before @solana's gonna up and running again. LFG!!! 💜💚

#SolanaNFT #SolanaSummer #sol #NFT #digitalart  #degenlizzyNFT @SBF_FTX @0x_fxnction @SolDigitalEyes @aeyakovenko @rajgokal @redacted_j https://t.co/3cqPapp2SO",2021-09-15T04:33:50.000Z,1437998068473892864,1437998068473892864,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 558980313451

$SOL",2021-09-15T04:33:39.000Z,1437998019169828866,1437998019169828866,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 314706292388

$SOL",2021-09-15T04:33:19.000Z,1437997938014257153,1437997938014257153,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 807316475578

$SOL",2021-09-15T04:33:02.000Z,1437997865285025795,1437997865285025795,
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 399706388254

$SOL",2021-09-15T04:32:41.000Z,1437997775703011329,1437997775703011329,
0,0,1,0,1367224337737142275,@0x_fxnction @solana Yeaaaaah im too bro,2021-09-15T04:32:26.000Z,1437997712918654978,1437996833473585155,1414330132022452231
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 352000863368

$SOL",2021-09-15T04:32:21.000Z,1437997693981261828,1437997693981261828,
0,0,2,0,1621724486,@0x_fxnction @solana @TrippyBunnyNFT CANT STOP WONT STOP,2021-09-15T04:32:18.000Z,1437997682153463810,1437996833473585155,1414330132022452231
0,0,0,0,1207866533902503936,"@0x_fxnction @solana Solana 420 by November bro. But, it needs 1 more correction.",2021-09-15T04:32:09.000Z,1437997643276242947,1437996833473585155,1414330132022452231
1,2,6,0,1414330132022452231,@D0dzy @solana @TrippyBunnyNFT CANT STOP US,2021-09-15T04:31:45.000Z,1437997542956929025,1437996833473585155,1621724486
2,1,14,0,1621724486,@0x_fxnction @solana Things happy we still mega OOGA on @solana just a small bump but cant stop the @TrippyBunnyNFT tribe.,2021-09-15T04:31:14.000Z,1437997413847998468,1437996833473585155,1414330132022452231
0,0,0,0,1320330558241554432,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/H7aLXkOx9k

Trial tokens claim id: 440757452893

$SOL",2021-09-15T04:31:14.000Z,1437997413646491648,1437997413646491648,
0,0,0,0,1433057324831289346,Well done @solana for getting to the other side of a dark day!,2021-09-15T04:31:14.000Z,1437997410568085510,1437997410568085510,
0,0,0,0,1431208420355477506,@0x_fxnction @solana why is everyone mad? they had a flash sale for bulls. Such a nice gesture to give back to the OG community,2021-09-15T04:31:04.000Z,1437997368998350855,1437996833473585155,1414330132022452231
0,0,0,0,998480132,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/6FHKy6hxxf

Trial tokens claim id: 100243167955

$SOL",2021-09-15T04:30:56.000Z,1437997338031624192,1437997338031624192,
0,0,0,0,1320330558241554432,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/H7aLXkOx9k

Trial tokens claim id: 996309679237

$SOL",2021-09-15T04:30:48.000Z,1437997303348940801,1437997303348940801,
0,0,1,0,1327202526412718080,"@0x_fxnction @solana OOOOOOOOOOOOOOOOOOOOOOGGGGGGGGGGGGGGGGGGGAAAAAAAAAAAAAA!!!!

We knew the mantra would work #degenlizzyNFT",2021-09-15T04:30:41.000Z,1437997274961903617,1437996833473585155,1414330132022452231
0,0,0,0,1320330558241554432,"Verifying my transaction for @Saber_HQ on @Solana.

🔄☀️ https://t.co/H7aLXkOx9k

Trial tokens claim id: 600447666387

$SOL",2021-09-15T04:30:18.000Z,1437997177037418499,1437997177037418499,
0,0,0,0,920491571409244160,@thexastronaut @SolDate_org @Intersola_io @RaydiumProtocol @ProjectSerum @solana @Titans_ventures @AllArtProtocol but the sol mainnet is not recovered yet? Are you sure everything is going well?,2021-09-15T04:29:52.000Z,1437997066781929475,1437989683984617476,1382983616527958016
0,0,0,0,1220683802004975616,"@coinbase @solana @0xMaki @el33th4xor @jai_prasad17 @ViktorBunin @nemild @Mindcloud_io @petejkim @RealFlokiInu $FLOKI in the news: 🐶

 - Elon bought his Shiba, you guessed the name!
 - Developing an NFT metaverse game
 - Partnership with Kimbal Musk's project
 - Billboard secured in Times Square for 3 months
 - Major exchange listing secured https://t.co/brw9bW5B1A",2021-09-15T04:29:50.000Z,1437997059919863813,1437934907834077186,574032254
25,28,181,0,1414330132022452231,"Don't worry @solana, you're still OOGA in my book 🤝",2021-09-15T04:28:56.000Z,1437996833473585155,1437996833473585155,
0,0,3,0,1374047882056114181,"@gavofyork Is the centralized @Solana network back and running yet, @SolanaStatus ??

Maybe @IOHK_Charles can help fork Cardano for you guys. At least they have a functioning block chain  +/- smart contracts.",2021-09-15T04:28:45.000Z,1437996788904910848,1437880885676855297,33962758
0,0,1,0,98531404,@TheFreedomMaxi @CryptoWendyO @solana I'm going to sleep now after this mess today. I am going to go to bed and think of your post. It's not a permanent problem. Hodl....,2021-09-15T04:28:34.000Z,1437996739735298049,1437871022963785729,1396323784441860096
1,0,5,0,954157800246136835,"Today has been interesting…
Arbitrum goes down
Ethereum was attacked 
Opensea drama with Nate and it also went down 

My conclusion:
Crypto becomes a shit show when @solana goes offline.

Once $sol is back up, the community will clean up this market and get us back on track.",2021-09-15T04:27:39.000Z,1437996511539826688,1437996511539826688,
0,0,2,0,1432236154862981123,@thugbirdz @solana LMAO holy shit -- nice laughing so hard at this shit -- good shit birbs,2021-09-15T04:27:35.000Z,1437996493315579911,1437498546362650631,1419332583935127558
0,0,0,0,948780889051365376,@DegenLizzy_NFT @solana @SBF_FTX @0x_fxnction @SolDigitalEyes @aeyakovenko @rajgokal @redacted_j LFG! 9/15 early caps,2021-09-15T04:27:30.000Z,1437996473648566274,1437981848030756867,1327202526412718080
0,0,0,0,98531404,@CryptoWendyO @solana OUCH! Just stocked up on that one recently and it was hard to do since I bought in so low. Now this. Dang.,2021-09-15T04:27:19.000Z,1437996424801685505,1437871022963785729,935742315389444096
0,0,2,0,1382983616527958016,@cyaixp @SYP_Protocol @solana @NGC_Ventures @LiqProtocol @gopartyparrot @PythNetwork @Oiggroup @ChemixLabs @BlockwallCap Please access here: https://t.co/r5eQaJy57F,2021-09-15T04:26:30.000Z,1437996220077658115,1437977142571143170,2789132484
0,0,3,0,716924459664277504,"😲The @solana network failed for more than 12 hours and waited for the restart, and more than 84% of the nodes have been upgraded to the latest version 1.6.24.

#cryptonews #cryptocurrecy #CryptocurrencyNews #solananetwork
Read more: https://t.co/LMnkgUsiGx https://t.co/yFdnsjicSL",2021-09-15T04:25:47.000Z,1437996042205556739,1437996042205556739,
0,1,0,0,2789132484,@thexastronaut @SYP_Protocol @solana @NGC_Ventures @LiqProtocol @gopartyparrot @PythNetwork @Oiggroup @ChemixLabs @BlockwallCap Page cannot be opened.,2021-09-15T04:25:35.000Z,1437995988581445633,1437977142571143170,1382983616527958016
