text,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,in_reply_to_user_id,conversation_id,author_id,created_at,id
@0xLeHuu @heydchang @stablekwon @terra_money @THORChain + $RUNE block rewards for liquidity providers,0,0,1,0,2836479360,1482102803581616134,947427910998220800,2022-01-15T04:59:11.000Z,1482215766397276161
"@seb3point0 @stablekwon @terra_money lately Terra has been increasing their curve bribes

ask him his thoughts on the Curve war and how that plays into UST's liquidity strategy",0,0,1,0,15306082,1481696773697589248,18894874,2022-01-15T04:57:57.000Z,1482215457658703879
"@Casa_Intern @terra_money @staderlabs @CoinList @prism_protocol Everything is coming together around the same time. Cosmos ecosystem too. I like the threads, but I also like following bread crumbs. Terra has a smart crowd. I would try different methods to see how engagement is or ask for feedback and see what others think.",0,0,0,0,2347750039,1482194285000753152,70298556,2022-01-15T04:56:57.000Z,1482215203353681927
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Shit how do we find out about the next one?,0,0,3,0,1014168084,1482187704062255105,1448438872854069253,2022-01-15T04:55:42.000Z,1482214890563534850
@Ithiel @staderlabs @CoinList @terra_money haha me2....again....again...&amp; again,0,0,1,0,16624447,1481764480225021952,1221714030756151298,2022-01-15T04:54:02.000Z,1482214469006929920
@jaeakareborn @OutletFinance @Mastercard @terra_money @LeLunaGuru @justinshwee @Meepokkkk @Tangwy5 WHERE!!!!!,0,0,0,0,2212880382,1482113212766117893,151920698,2022-01-15T04:53:54.000Z,1482214438069764099
"@OutletFinance @Mastercard @terra_money Looking forward to spend my $UST 

@LeLunaGuru @velt91 @justinshwee @Meepokkkk @Tangwy5",0,1,2,0,1126213538475847680,1482113212766117893,2212880382,2022-01-15T04:51:48.000Z,1482213909277061125
@terralysis @terra_money open DM ser,0,1,0,0,1455543124902785028,1481914871495413762,9532092,2022-01-15T04:49:21.000Z,1482213290151661570
"@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money First of all, bullish on @HellCatsNFT, obviously.

We will have @ExoTerraNFTs and @_Astro_Heroes for gaming on Terra, looking fwd how it will be when launch.

@colonies_nft is also cool!!

The only problem is I don’t have much liquidity 😆",1,1,5,0,1047320182597644289,1482149534507487233,1049145467945213953,2022-01-15T04:49:11.000Z,1482213247470432260
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money @Levana_protocol 🐉 very exited to see Defi ➕ NFTS ➕ Gamefi. Making Defi fun! 🤝 #childhood,0,0,2,0,1047320182597644289,1482149534507487233,1416643939,2022-01-15T04:47:18.000Z,1482212774873006081
@Witness_Karsa @Luna__Legend the roadmaps for all the different dapp projects are icing on the cake. @stablekwon and the entire @terra_money team has been on a mission,0,0,1,0,1344314253319278595,1482205937167478787,2471378582,2022-01-15T04:45:56.000Z,1482212432462364672
@mitchsweat @AnchorUSD @terra_money @avalancheavax No doubt at all,0,0,0,0,1372921179233775624,1476762667843043328,1441988126843441156,2022-01-15T04:45:02.000Z,1482212204963368961
"@CryptoNaut1000 Shame there's not much transparency for this Project Dawn from @terra_money on where it goes.
""Further to Project dawn, TFL is committing to unlock at most 3 million Luna per month for all operating costs with details around each unlock transparently relayed to the community. """,0,0,0,0,2587912823,1481904987089297410,1389285192825663489,2022-01-15T04:44:49.000Z,1482212148923273216
@alexlowery @terra_money @staderlabs @CoinList @prism_protocol It's soooo dense. There is simply just so much going on. I've had a thought of doing a thread that quotes the several other threads with the news broken into 4-5 main groups. Not sure if that's too much clicking?,0,1,0,0,70298556,1482194285000753152,2347750039,2022-01-15T04:44:19.000Z,1482212025853952002
$Luna @terra_money it's our time to shine! Let's blow this post up #LUNAtics LFG! https://t.co/NZw2uMmh07,1,0,17,0,,1482211139270283265,955579868112044034,2022-01-15T04:40:48.000Z,1482211139270283265
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance where do we sign up for the next one ?,0,1,6,0,1014168084,1482187704062255105,1715676858,2022-01-15T04:35:24.000Z,1482209780538118146
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance I didn’t get the cal what the heck!! Next time $Luna,0,1,0,0,1014168084,1482187704062255105,1355658704863993859,2022-01-15T04:33:00.000Z,1482209178005377026
@seb3point0 @stablekwon @terra_money Is he still supporting / excited about Andromeda?,0,0,1,0,15306082,1481696773697589248,4678469599,2022-01-15T04:30:06.000Z,1482208447580053504
Can someone make Sydney @terra_money meetup happens plsss?? https://t.co/4ZmwP2Ycbw,0,0,0,0,,1482208439627829253,578898433,2022-01-15T04:30:04.000Z,1482208439627829253
"@lvictorfaulkner Guten Tag, please find the unroll here: A year ago, when I found @terra_money I've become passioned about… https://t.co/OYVWXl79J0 Talk to you soon. 🤖",0,0,1,0,782366534505078784,1481949859548921860,895814938995957760,2022-01-15T04:18:57.000Z,1482205641263493123
@unl1k3ly @TerraSCV @terra_money @threadreaderapp unroll,0,1,0,0,56556234,1481949859548921860,782366534505078784,2022-01-15T04:18:55.000Z,1482205631348047872
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money @TerransNFT was my first real NFT..I am hugely excited to see what the team can bring and what use cases there are for our mighty Terrans!........ Please be DeFi please be Defi 🤞🤞,0,0,1,0,1047320182597644289,1482149534507487233,1456266288989282320,2022-01-15T04:18:14.000Z,1482205460442800130
@Eunicedwong Don’t miss out on these! The best project on @terra_money &amp; the community is 🔥 @wagmimonkeez https://t.co/BxZBxutdZg,0,0,0,0,1011757666484379649,1482190364782247937,1376776185489723397,2022-01-15T04:08:07.000Z,1482202915049979906
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance What year/month was this? Awesome,0,1,2,0,1014168084,1482187704062255105,1317112436856532992,2022-01-15T04:08:02.000Z,1482202891868053505
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Awesome!!,0,0,1,0,1014168084,1482187704062255105,1362921909667598336,2022-01-15T04:06:57.000Z,1482202620555313152
@Solfirefinance @PsyOptions @RaydiumProtocol @ProjectSerum @terra_money SHDW will be great!,0,0,0,0,1455838152967344131,1481844462607343618,1380088884269359106,2022-01-15T04:05:47.000Z,1482202328681828356
"@Armadillomma_85 @worldexporer88 @SecretNetwork @terra_money @worldexporer88 as @Armadillomma_85 said I don't want to attack $LUNA but IMHO the only way to value crypto RN is to compare similar cryptos to each other, In contrast to stock market, where we can value the company on the basis of revenues or generated profit
$SCRT 
#privacy",0,1,3,0,1441182508171755521,1481868658053980165,1388852358050992130,2022-01-15T04:04:07.000Z,1482201906240016393
@TerraLUNADaily @terra_money Can we get a DAO tooling category please kind ser? 🙏,0,0,0,0,1406995344483704832,1481551828282408965,1462429914146222090,2022-01-15T04:03:14.000Z,1482201687741935620
"@0xedenau @Darrenlautf @INnovatorishere @terra_money @fraxfinance @solendprotocol @KinekoDefi @TulipProtocol Ser is not dumping, I can vouch 😶😶😶",0,0,0,0,1074445812250365962,1481506207793770498,854712949,2022-01-15T04:00:54.000Z,1482201100422098950
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Wow when and where is the next,0,1,1,0,1014168084,1482187704062255105,1342995001370943489,2022-01-15T04:00:07.000Z,1482200900861108226
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money @galactic_punks with their terra nft leading @thegalacticdao obviously! Validators also to promote decentralisation!,1,0,3,0,1047320182597644289,1482149534507487233,36908326,2022-01-15T03:59:44.000Z,1482200804706897920
@terra_money @WOOnetwork https://t.co/8vr7X3Cv5u drink,0,0,2,0,1022028994772910086,1481952093863051274,1481885692041269255,2022-01-15T03:59:17.000Z,1482200691951439876
@itsrylnft @iii_OIO_iii @terra_money @prism_protocol @mars_protocol @jitzlim Proud to be cool. 😂👍,0,0,3,0,1432650116519710724,1481778879882842112,575008003,2022-01-15T03:58:59.000Z,1482200616222932993
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance I got to catch the next meetup!,0,0,1,0,1014168084,1482187704062255105,1473145013773094914,2022-01-15T03:58:43.000Z,1482200550187757571
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money Bullis on @ExoTerraNFTs AAA quality art.,0,0,1,0,1047320182597644289,1482149534507487233,1064922423340916736,2022-01-15T03:56:28.000Z,1482199982132191233
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Guess what? Brought more dudes!,0,0,1,0,1014168084,1482187704062255105,1386651252239437828,2022-01-15T03:52:07.000Z,1482198889058897921
@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney They have been making waves inside the metaverse with their bridge. This is a sure win for the clients who love $UST. Test them out now guys earlier than it is too overdue.,0,0,0,0,1416228801202200576,1482023145330864131,1452308234514190343,2022-01-15T03:48:49.000Z,1482198059069374464
"@hKu @terraspacesorg @angelprotocol @TerransNFT @terra_money I admittedly missed the boat on these, and they were right under my nose, but I am more than happy to just see NFTs in Terra picking up steam again :)",0,0,1,0,14611162,1482149534507487233,1047320182597644289,2022-01-15T03:48:19.000Z,1482197930740117504
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Wow… must be some BIG wallets in that room….. love it!,0,0,1,0,1014168084,1482187704062255105,594564076,2022-01-15T03:46:35.000Z,1482197497305051137
"@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money @wagmimonkeez KONGZ, community and floor rising!!",0,0,1,0,1047320182597644289,1482149534507487233,1472531030104055812,2022-01-15T03:45:28.000Z,1482197215133192196
@C0mbatvv0mbat @terraspacesorg @angelprotocol @TerransNFT @terra_money Wagmimonkes and kongs. Drawing eyes from outside of terra!,0,1,2,0,1047320182597644289,1482149534507487233,14611162,2022-01-15T03:44:34.000Z,1482196986774228992
@iii_OIO_iii @terra_money @TerraSCV @TerraWatchdog Thanks for the suggestion. I am now following them,0,0,1,0,1276528724318588929,1481965675291758600,1461913541598982145,2022-01-15T03:41:34.000Z,1482196232013553665
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money Really like the Terrans nft for the cool artwork. ✅🚀🌕,0,0,1,0,1047320182597644289,1482149534507487233,2911291176,2022-01-15T03:39:51.000Z,1482195802013372417
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Nice to see osmosis making an appearance 😇 https://t.co/bj9ntOAK1Q,0,0,17,0,1014168084,1482187704062255105,755806165016031233,2022-01-15T03:37:29.000Z,1482195204140589057
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money @GoochiNFT Same fam😅😅,0,0,1,0,1047320182597644289,1482149534507487233,1439749214146162690,2022-01-15T03:37:15.000Z,1482195147848708096
"If you listen to @terraspacesorg on Twitter Spaces, they also upload the episodes to their site. You can find them in many formats. I listen daily on Spotify. #LUNAtics #terraspaces $LUNA @terra_money 

https://t.co/pk9C9XJpTN",1,0,4,0,,1482195027027587073,70298556,2022-01-15T03:36:46.000Z,1482195027027587073
"Great thread, too much to go through. Big day for @terra_money coming up January 25th. @staderlabs gets listed on @CoinList and @prism_protocol launches. Anybody want to hook me up with UST or Luna? I have everything staked or waiting to get off exchanges. #LUNAtics https://t.co/8kJG85rgLf",1,1,3,0,,1482194285000753152,70298556,2022-01-15T03:33:50.000Z,1482194285000753152
Can’t wait until I dig into the @terra_money nfts tomorrow never can dig too deep at this point I’m locked in ladies and gents,0,0,1,0,,1482193943538417665,316831245,2022-01-15T03:32:28.000Z,1482193943538417665
@Yield_Ape @riskharbor @terra_money @anchor_protocol @stablekwon This is the moment many are looking forward to,0,0,0,0,1421438516853190659,1468695931117703171,137574833,2022-01-15T03:32:05.000Z,1482193847598092289
"@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Love to see it, cheers friends 🍻",0,0,0,0,1014168084,1482187704062255105,934913751425228800,2022-01-15T03:31:12.000Z,1482193623953416196
"@PetroleumDAO This is very good project I love this project goes moon 
@sumitkapoor16 @sumit @open4profit @terra_money",0,0,0,0,1460805544546115588,1481896790093975554,1471142952697163777,2022-01-15T03:30:43.000Z,1482193504332029953
@traderrocko @damihiignis @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance @Cephii1 @Remi_Tetot Go ahead and add @nachodonUST while you are at it... He lead more people to the power of LUNA/bLUNA via Anchor Borrow than can be imagined.... It helped make them rich...and more rich and more rich...,0,0,1,0,955920554325872640,1481979299053899781,316891103,2022-01-15T03:29:44.000Z,1482193254728753152
"@C0mbatvv0mbat @terraspacesorg @angelprotocol @TerransNFT @terra_money Galactic gridz… while everybody else buying land, lunatics buying points in space and time",0,0,1,0,1047320182597644289,1482149534507487233,1432777787262263297,2022-01-15T03:26:55.000Z,1482192544876355584
@JayJaboneta @terra_money Plenty of other users have commented the bugs already but i would love to contribute too. Lmk how i can help ser,0,0,1,0,9532092,1481914871495413762,1479274924464214022,2022-01-15T03:24:47.000Z,1482192009045884932
@OutletFinance @Mastercard @terra_money Come to Singapore asap please 👀,0,0,0,0,1126213538475847680,1482113212766117893,60583959,2022-01-15T03:24:05.000Z,1482191834038239236
@traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance @TerraFloki is No jokie,0,0,0,0,955920554325872640,1481979299053899781,1478986879265648699,2022-01-15T03:23:25.000Z,1482191665158840321
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money Currently most bullish on @Levana_protocol because these dragon eggs bring me back to my childhood playing Spyro the Dragon lmao,0,0,2,0,1047320182597644289,1482149534507487233,1438316504253091848,2022-01-15T03:22:21.000Z,1482191395230298115
@seb3point0 @stablekwon @terra_money Ask him about Alice. The Terra debit card project for the USA.,0,0,0,0,15306082,1481696773697589248,277607568,2022-01-15T03:19:11.000Z,1482190599017148418
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Let’s have one at Russian river,0,0,1,0,1014168084,1482187704062255105,1350476931251138562,2022-01-15T03:19:01.000Z,1482190558885859328
@traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance Ksi?   U are officially list is crap,0,0,0,0,955920554325872640,1481979299053899781,770619552291885056,2022-01-15T03:18:42.000Z,1482190480301559808
@traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance Actually U missed a ton. Do u really know Luna bro?,0,1,0,0,955920554325872640,1481979299053899781,770619552291885056,2022-01-15T03:18:09.000Z,1482190340845150214
@traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance You misse @FynnToTheMoon,0,0,1,0,955920554325872640,1481979299053899781,770619552291885056,2022-01-15T03:17:41.000Z,1482190224641908744
@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney Bridges is really a big help to alot of users to cross easily to their favorite platforms.,0,0,0,0,1416228801202200576,1482023145330864131,1406080854749696002,2022-01-15T03:16:51.000Z,1482190014586912768
@ApertureFinance @anchor_protocol @mirror_protocol @SpecProtocol @FynnToTheMoon One more for the list @NicolasFlamelX @TheMoonMidas @TerraLUNADaily @terra_money #LUNAtics $luna,0,0,0,0,1422298025603436568,1478449276216770560,17812653,2022-01-15T03:16:23.000Z,1482189896643223560
@heydchang @ayaneo_thor @stablekwon @terra_money @THORChain trading fees,0,1,1,0,401809224,1482102803581616134,2836479360,2022-01-15T03:16:06.000Z,1482189826103263233
@TeFiLuck @FynnToTheMoon One more for the list @NicolasFlamelX @TheMoonMidas @TerraLUNADaily @terra_money #LUNAtics $luna,0,0,0,0,1462152933894725636,1479386276411457538,17812653,2022-01-15T03:15:50.000Z,1482189755626442752
@terrashiba @FynnToTheMoon One more for the list @NicolasFlamelX @TheMoonMidas @TerraLUNADaily @terra_money #LUNAtics $luna,0,0,0,0,1452844526184370176,1478629221618663424,17812653,2022-01-15T03:15:27.000Z,1482189661321707527
RacewayX Metaverse https://t.co/HZCNufEiso @synthetix_io @MetaToken_gold @Shibtoken @terra_money @YUVSTRONG12 @Meta @cryptohorsegame @0xPolygon @eth_classic @ethereum @BillGates @elon @THORChain @FortProtocol @Tether_to @terra_money @avalancheavax @Chiliz,0,0,0,0,,1482189549799620611,1474249028439138312,2022-01-15T03:15:01.000Z,1482189549799620611
@TheTerraMoon @FynnToTheMoon One more for the list @NicolasFlamelX @TheMoonMidas @TerraLUNADaily @terra_money #LUNAtics $luna,1,0,1,0,1452839055809470466,1482110285926256648,17812653,2022-01-15T03:15:00.000Z,1482189549178703872
@lewdcryptowaifu @angelprotocol @TerransNFT @terra_money @GoochiNFT Bred so many goochi goochis https://t.co/1tSwRkMNg5,0,1,2,0,1439749214146162690,1482149534507487233,1047320182597644289,2022-01-15T03:14:34.000Z,1482189440202121218
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Maybe I'll be there one day https://t.co/Qo4BH13eYm,0,0,1,0,1014168084,1482187704062255105,1396950826954989573,2022-01-15T03:13:56.000Z,1482189277161213955
@PSchlutermann @terra_money When will it effective?,0,0,0,0,1321082410532913154,1481904394212110338,1168036157310918656,2022-01-15T03:13:52.000Z,1482189263043108867
@terra_money Ok tell us moaaaar. we ready.,0,0,0,0,1022028994772910086,1478571602954514432,631235092,2022-01-15T03:13:19.000Z,1482189124090187777
"@getSeashell @sandeepnailwal @0xPolygon @terra_money @solana 🔥Super Epic project🔥

A good project and strong team in a predictable and transparent road map, planned and projected, very strong project .
⭐⭐⭐⭐⭐",0,0,0,0,1388980752310624259,1482069573742436352,1469227328169414657,2022-01-15T03:13:03.000Z,1482189056511705088
@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney Allbridge_io I am happy for your launch of the new bridge between Terra_money and CeloOrg I believe you will continue your good organization,0,0,0,0,1416228801202200576,1482023145330864131,1414247723990097925,2022-01-15T03:12:26.000Z,1482188900424876033
@bobbyboyDeFi @Cryptoknight0x @angelprotocol @TerransNFT @terra_money @colonies_nft Ooh something I haven’t seen yet. Thanks ser!,0,0,2,0,2302259005,1482149534507487233,1047320182597644289,2022-01-15T03:11:22.000Z,1482188631703916544
"@Nazerrot @angelprotocol @TerransNFT @terra_money @ExoTerraNFTs Mega bullish on Joey ser. One of my personal blue chip NFTs, looking forward to it.",0,1,2,0,127603707,1482149534507487233,1047320182597644289,2022-01-15T03:10:51.000Z,1482188503844671489
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance When’s the next one!?,0,0,1,0,1014168084,1482187704062255105,2891466286,2022-01-15T03:10:30.000Z,1482188415508488197
@fleece_cannon @terra_money @redkiho @rtanada_ @BTrunn @OrionJSmith @minparkfinance Where is the mega chad do kwon,0,0,1,0,1014168084,1482187704062255105,1205398046357540864,2022-01-15T03:10:20.000Z,1482188374022799362
@nero_intern @tansawit @vladjdk @terra_money @MiamiHackWeek You’re richer than me ser,0,1,1,0,1336674852938215430,1482097283504168960,1367788919551590400,2022-01-15T03:08:01.000Z,1482187790985146368
First SF @terra_money meetup. https://t.co/QAKo1Z8wXh,15,38,682,6,,1482187704062255105,1014168084,2022-01-15T03:07:41.000Z,1482187704062255105
@ShardiB2 Come over to @terra_money nfts @ShardiB2,0,0,0,0,1091099554605395968,1481997130017513479,361173095,2022-01-15T03:06:54.000Z,1482187507051929606
"@CaroWarOfficial Good project 
@AirdropKingNews @terra_money @MetaBOHOF @FantomFDN @talesofragnarok 
#CRW #CaroWar #Giveaway",0,0,0,0,1147902875084869632,1480097213292642304,1275282239052410881,2022-01-15T03:04:39.000Z,1482186940942209024
@crypto_condom @terra_money @fraxfinance @ConvexFinance @VotiumProtocol Is this on the terra agora thread? 💪,0,0,1,0,1424441728770220037,1482031419811676161,1925601462,2022-01-15T03:04:35.000Z,1482186928019873792
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money I'm on the look out for @Skeleton_punks!,0,0,0,0,1047320182597644289,1482149534507487233,1446370250421719042,2022-01-15T02:58:23.000Z,1482185364240728065
"6/ @terra_money continues executing their vision for $UST by pushing another Degen Strats proposal. This time it is specifically focusing on providing seed liquidity funds for 2 off-chain money markets. Big Macro-importance to the $UST mission here.
https://t.co/PV4OiM8vtO",0,1,3,0,2347750039,1482184390033784838,2347750039,2022-01-15T02:54:32.000Z,1482184398321692677
@AnonNgmi @tansawit @vladjdk @terra_money @MiamiHackWeek Fly me there,0,1,2,0,1367788919551590400,1482097283504168960,1336674852938215430,2022-01-15T02:53:59.000Z,1482184258760613888
"@MilkMouthKid @OutletFinance @Mastercard @terra_money It was actually 3,046,650 $LUNA unlocked. There was 404k burned at the same time

If it was from unstacking, it would not have increased the circulating supply. This is likely from TFL's Project dawn monthly 3m release.",0,0,1,0,1352451343659769864,1482113212766117893,237048955,2022-01-15T02:53:12.000Z,1482184059489243136
@tansawit @vladjdk @terra_money @MiamiHackWeek I might be too poor to go if I can’t find rooomates kek plz interns come,0,1,2,0,4723615795,1482097283504168960,1367788919551590400,2022-01-15T02:50:43.000Z,1482183434709651459
@vladjdk @AnonNgmi @terra_money @MiamiHackWeek me out here in Asia https://t.co/9MgZCBoemc,0,1,2,0,1149494653844119552,1482097283504168960,4723615795,2022-01-15T02:48:50.000Z,1482182963794427904
@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney Im glad to see this new information! The transfers from Terra to Celo are live! I know that users will be happy because it will be easier for them to transfer their coins to this new bridge.,0,0,0,0,1416228801202200576,1482023145330864131,1477904902433038343,2022-01-15T02:47:14.000Z,1482182561388367873
@vladjdk @AnonNgmi @terra_money @MiamiHackWeek Sadge,0,0,0,0,1149494653844119552,1482097283504168960,1336674852938215430,2022-01-15T02:45:57.000Z,1482182237982720001
"@nayibbukele Its never late with $Luna 
@terra_money",0,0,1,0,20736511,1482066595577012226,1356072064076165120,2022-01-15T02:44:30.000Z,1482181871911976967
@ibunscripted @traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance @ksicrypto sold his Luna bag. You should add @ibunscripted to the list instead,0,0,0,0,368647656,1481979299053899781,1387868106144559104,2022-01-15T02:44:16.000Z,1482181812713664517
"@worldexporer88 @JamesBondSCRT @SecretNetwork @terra_money I don't think @JamesBondSCRT was trying to directly attack $LUNA but suggesting that $SCRT is greatly undervalued and there is correlation between the 2 projects 🤷‍♂️ both great imo. NFA.

@SecretNetwork @terra_money $SCRT #SecretNFTs #privacy #WAGMI 🙌 #DYOR",0,1,3,0,1405513855782965254,1481868658053980165,1441182508171755521,2022-01-15T02:44:11.000Z,1482181793088368644
@aszoo_ @OutletFinance @Mastercard @terra_money What up with the added 2.6 mill today? I guess it just got unstaked? Total supply still went down,0,1,0,0,237048955,1482113212766117893,1352451343659769864,2022-01-15T02:43:27.000Z,1482181609411551235
Looking forward to this!  #LUNAtics  forever @terra_money https://t.co/LrWZCB8Fs8,0,0,0,0,,1482181313633611777,1359482892007559173,2022-01-15T02:42:17.000Z,1482181313633611777
@OutletFinance @Mastercard @terra_money Yea nice but so many country are not accepted whats the point? I don’t understand how debit card project like you come and say spend all over the world when such a majority of big country is not available? Is it coming?,0,1,4,0,1126213538475847680,1482113212766117893,1183612092168884224,2022-01-15T02:42:13.000Z,1482181299230380034
@OutletFinance @Mastercard @terra_money my phone number consists of 11 digits...i cant put it all when i make an account on ur website,0,0,0,0,1126213538475847680,1482113212766117893,1368830627022172160,2022-01-15T02:40:25.000Z,1482180845998080005
@vladjdk @terra_money @MiamiHackWeek Bruhhhh I’m going too let’s get an air bnb,0,1,1,0,1149494653844119552,1482097283504168960,1367788919551590400,2022-01-15T02:40:08.000Z,1482180772442292226
@Terralytics1 @terra_money This waiting on @nebula_protocol they were going to air drop to outside top 5,0,0,0,0,1473090035335536649,1482063918281502730,82904209,2022-01-15T02:39:57.000Z,1482180725327675393
@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney The better the bridge the more users could easily transfer their assets. Nice to see this new improvement.,0,0,0,0,1416228801202200576,1482023145330864131,1384450513861636098,2022-01-15T02:38:52.000Z,1482180454359105536
"@SCRTAgent000 @chainlink @terra_money @SecretNetwork Thanks for the chance to be a #secretagents 💓🕵️‍♂️
@SecretNetwork $SCRT  🌊🔥🚀",0,0,0,0,900809394,1482128012107816966,963453870499401729,2022-01-15T02:37:07.000Z,1482180015458508807
@OutletFinance @Mastercard @terra_money Is this only for the US ???,0,0,0,0,1126213538475847680,1482113212766117893,247932260,2022-01-15T02:35:19.000Z,1482179560796000256
@seb3point0 @stablekwon @terra_money When will UST be accepted at merchants across America ?,0,0,0,0,15306082,1481696773697589248,920903598703124480,2022-01-15T02:34:50.000Z,1482179438066343936
"@OutletFinance @terra_money @Mastercard U know what this means as ust is burned, Lunas value increases! This coin is a beast… they have built so many ways of using ust mirror protocol now this, fucking amazing what they are doing….",0,1,1,0,1126213538475847680,1482113212766117893,1384020201931370497,2022-01-15T02:33:03.000Z,1482178990186307585
@OutletFinance @unknowntones @terra_money @OutletFinance will Texas?,0,0,1,0,1126213538475847680,1482113212766117893,400241235,2022-01-15T02:31:26.000Z,1482178584777273348
@CoreyClarkPhD @unknowntones @terra_money Some will be. Some will not be.,0,1,0,0,400241235,1482113212766117893,1126213538475847680,2022-01-15T02:30:53.000Z,1482178446210093059
"@missokex @terra_money @OKEx I see how other users with similar problems have already been unlocked.  Information taken from others will open up social platforms and sources.  These users have been unlocked before.  I am beginning to realize that this is racial, national, or ethnic discrimination. https://t.co/zS332ijyvD",0,0,0,0,1423175798572294146,1481460636194603009,1471881775722938369,2022-01-15T02:29:47.000Z,1482178169805365249
@NexoFinance @terra_money please announce a new promo for $DOT holders.,0,0,0,0,919174740270637056,1481310143878991874,1358915724543070210,2022-01-15T02:28:34.000Z,1482177862706733057
@garyvee Gary! Take a look too terra ecosystem @terra_money… best project @LunaBull !!! @garyvee,0,0,0,0,5768872,1482110781437194241,1326118250,2022-01-15T02:27:06.000Z,1482177493683499008
@C0mbatvv0mbat @Cryptoknight0x @angelprotocol @TerransNFT @terra_money Super bullish on @colonies_nft finally a platform to showcase your NFTs🙌,0,1,2,1,1047320182597644289,1482149534507487233,2302259005,2022-01-15T02:26:41.000Z,1482177390075916292
@seb3point0 @stablekwon @terra_money How he plans on shoring up the Anchor protocol reserve,0,0,0,0,15306082,1481696773697589248,3068047046,2022-01-15T02:26:21.000Z,1482177303299899393
@sifchain @LGCYNetwork @unizen_io @JunoNetwork @terra_money @cosmos Welcome to farm over in @sifchain,0,0,0,0,1291413585189433344,1482033014628626439,1939700810,2022-01-15T02:22:40.000Z,1482176378317737986
@MilkMouthKid @OutletFinance @Mastercard @terra_money Agreed!,0,1,0,0,1352451343659769864,1482113212766117893,237048955,2022-01-15T02:21:59.000Z,1482176203398463488
@aszoo_ @OutletFinance @Mastercard @terra_money It would be sick if we could load it with Anchor,0,1,8,0,237048955,1482113212766117893,1352451343659769864,2022-01-15T02:20:29.000Z,1482175828314234886
